bBoxMeanR,bBoxMeanG,bBoxMeanB,eBoxMeanR,eBoxMeanG,eBoxMeanB
186,171,143,161,145,116
204,205,219,145,136,132
133,116,96,124,103,73
132,147,185,176,173,169
207,128,131,149,136,135
205,195,185,202,199,197
208,212,218,204,202,200
189,209,223,145,139,131
178,194,215,132,122,109
120,141,149,148,121,103
150,158,169,154,148,141
128,135,159,110,84,62
192,196,198,171,170,165
210,211,209,194,191,187
148,139,118,143,124,91
172,117,128,144,134,127
185,175,185,151,143,139
213,205,187,202,200,198
184,149,183,156,132,115
178,146,125,178,158,137
140,152,154,135,124,111
140,152,154,135,124,111
174,167,150,159,139,107
155,148,142,149,124,107
159,127,104,149,127,108
184,170,155,151,142,138
174,178,191,147,144,141
176,176,172,180,179,175
163,183,180,155,128,93
76,117,172,113,90,72
154,146,146,155,145,136
161,152,108,150,145,142
161,152,108,150,145,142
157,152,160,138,125,118
157,152,160,138,125,118
159,153,151,156,145,137
118,144,189,164,164,163
202,207,212,151,145,139
202,207,212,151,145,139
202,207,212,151,145,139
204,124,114,170,157,148
184,190,185,137,110,77
184,190,185,137,110,77
164,199,225,146,119,102
201,202,198,155,130,96
201,202,198,155,130,96
123,150,177,145,135,127
167,159,165,150,141,138
212,198,111,193,191,187
184,207,232,122,110,95
213,212,210,196,192,187
196,180,163,129,125,118
196,180,163,129,125,118
217,215,212,201,198,196
185,185,179,142,111,76
149,163,178,163,150,138
182,202,230,131,105,83
159,149,150,151,140,131
153,180,199,147,119,99
157,148,148,147,137,127
142,146,180,191,187,183
142,146,180,191,187,183
176,186,199,127,100,80
156,147,148,147,137,128
176,178,168,185,175,162
154,165,192,155,131,110
167,184,192,143,142,142
173,170,166,170,159,147
156,147,145,144,134,125
175,185,191,180,157,137
187,156,158,194,190,186
220,219,217,204,202,200
152,153,162,118,92,74
152,153,162,118,92,74
152,144,145,144,134,124
208,213,215,186,175,160
217,214,204,182,175,162
196,204,200,148,127,92
184,201,226,191,164,132
151,126,115,155,150,143
132,131,132,141,129,121
181,185,179,152,125,92
181,185,179,152,125,92
181,185,179,152,125,92
153,133,139,145,120,99
65,69,67,184,180,174
209,221,222,168,160,146
191,203,222,198,167,132
193,205,214,171,145,124
157,149,150,150,140,130
196,198,193,184,173,159
154,145,146,145,134,125
159,145,162,143,135,129
159,145,162,143,135,129
159,145,162,143,135,129
159,145,162,143,135,129
159,145,162,143,135,129
204,203,200,199,197,194
117,121,126,154,148,141
155,147,148,146,136,126
143,163,156,184,177,164
192,187,182,181,178,175
155,147,149,147,137,127
177,134,122,115,97,88
82,64,45,113,96,77
173,177,169,157,130,89
123,123,109,129,127,126
156,148,150,145,135,126
88,63,93,153,138,122
88,63,93,153,138,122
88,63,93,153,138,122
88,63,93,153,138,122
88,63,93,153,138,122
180,191,214,194,164,131
167,177,198,191,161,129
185,204,222,157,128,101
179,175,161,184,179,173
205,208,211,188,177,162
178,188,192,152,125,87
81,89,104,167,167,166
195,150,133,183,177,165
157,161,175,152,143,140
181,163,165,153,144,141
120,128,138,129,126,124
180,189,195,134,117,104
180,189,195,134,117,104
180,189,195,134,117,104
180,189,195,134,117,104
157,145,130,169,166,159
194,204,199,145,123,86
198,215,233,123,104,89
187,193,197,136,131,124
187,193,197,136,131,124
187,193,197,136,131,124
191,112,126,146,120,103
194,196,194,187,177,163
127,155,178,161,138,118
114,125,137,138,127,117
114,125,137,138,127,117
150,173,149,194,189,177
124,120,97,184,185,170
146,125,149,158,146,134
170,158,159,160,157,155
87,103,132,149,138,128
180,185,196,120,98,80
146,118,144,153,144,142
203,214,206,168,158,145
134,139,123,147,137,129
166,164,156,153,151,149
112,126,129,149,138,128
174,169,168,186,181,169
154,168,183,132,120,111
173,179,185,144,139,132
173,179,185,144,139,132
173,179,185,144,139,132
104,117,132,140,129,119
104,117,132,140,129,119
209,197,165,172,164,151
118,134,152,140,128,118
118,134,152,140,128,118
150,177,180,131,117,102
98,106,118,133,122,112
98,106,118,133,122,112
11,17,26,142,119,101
89,98,115,140,129,118
89,98,115,140,129,118
144,139,144,146,126,112
133,122,104,150,144,141
177,195,220,141,129,118
140,169,190,157,144,133
150,160,178,128,123,117
150,160,178,128,123,117
181,195,220,144,131,120
161,122,87,163,160,159
152,183,189,133,120,110
181,186,206,144,132,121
126,187,209,165,158,144
75,153,169,161,152,142
121,158,149,165,152,142
180,201,227,146,133,122
184,198,199,175,167,153
109,138,176,133,117,110
178,215,225,144,137,127
173,172,187,145,140,136
116,115,121,182,163,143
154,136,140,145,126,112
126,112,103,150,136,125
126,112,103,150,136,125
192,195,201,155,148,141
115,128,120,136,126,118
144,144,135,155,154,152
137,118,109,152,140,130
137,118,109,152,140,130
233,116,187,153,143,136
183,174,182,150,144,141
184,185,175,141,120,86
137,115,109,153,142,132
137,115,109,153,142,132
58,135,228,130,118,107
154,174,190,169,162,150
147,164,181,156,127,96
135,113,106,150,139,129
135,113,106,150,139,129
85,147,204,139,129,120
177,113,118,195,189,178
126,123,131,188,170,152
132,112,106,151,138,126
132,112,106,151,138,126
189,195,188,158,141,113
189,195,188,158,141,113
172,170,180,147,142,139
165,160,172,150,122,103
136,134,146,151,140,131
136,134,146,151,140,131
136,134,146,151,140,131
136,134,146,151,140,131
136,134,146,151,140,131
194,196,190,144,113,74
194,196,190,144,113,74
194,196,190,144,113,74
195,203,211,158,154,148
198,201,216,156,139,119
135,203,221,154,147,140
183,214,224,187,180,165
217,229,228,169,162,148
150,165,194,135,110,92
197,202,207,187,177,162
201,223,236,140,113,90
103,123,147,136,125,116
103,123,147,136,125,116
160,148,148,150,144,141
160,148,148,150,144,141
119,153,175,179,172,159
150,148,146,110,112,113
150,148,146,110,112,113
150,148,146,110,112,113
118,102,96,188,169,152
174,171,166,160,159,157
151,189,224,119,105,101
199,199,197,190,179,164
199,199,197,190,179,164
176,158,166,148,127,112
202,211,206,141,114,78
202,211,206,141,114,78
202,211,206,141,114,78
202,211,206,141,114,78
28,30,36,164,163,161
125,143,138,145,136,127
177,187,187,138,132,125
177,187,187,138,132,125
177,187,187,138,132,125
130,148,141,143,133,124
157,133,135,151,145,142
192,179,163,119,120,120
192,179,163,119,120,120
192,179,163,119,120,120
192,179,163,119,120,120
121,141,134,145,135,127
193,215,237,136,116,107
108,132,168,149,139,131
108,132,168,149,139,131
108,132,168,149,139,131
108,132,168,149,139,131
108,132,168,149,139,131
31,32,38,166,166,163
130,148,145,143,133,125
175,168,153,147,121,84
174,179,184,153,128,111
128,147,142,143,133,125
188,192,202,159,136,118
169,165,164,156,155,153
181,205,206,183,167,153
112,105,104,167,149,130
112,105,104,167,149,130
112,105,104,167,149,130
189,200,203,152,139,127
167,167,166,169,169,169
151,130,130,145,134,126
164,215,224,145,132,122
181,185,183,151,136,123
165,147,149,143,132,124
194,214,228,134,108,89
165,148,151,144,133,124
151,131,128,147,137,128
175,181,175,141,120,88
175,181,175,141,120,88
175,181,175,141,120,88
137,162,193,130,120,112
137,162,193,130,120,112
137,162,193,130,120,112
154,137,138,141,130,122
174,172,167,111,112,110
174,172,167,111,112,110
125,127,119,153,131,95
125,127,119,153,131,95
125,127,119,153,131,95
125,127,119,153,131,95
184,183,177,135,137,134
153,131,120,157,131,113
143,149,149,163,149,138
148,137,138,150,145,142
138,163,184,162,149,137
195,96,136,167,158,159
174,153,142,186,185,183
168,152,100,155,130,112
185,169,152,181,170,157
185,169,152,181,170,157
59,59,58,59,59,59
59,59,58,59,59,59
120,188,187,160,147,135
179,179,178,168,169,168
165,174,118,182,167,155
165,174,118,182,167,155
163,161,154,137,104,68
163,161,154,137,104,68
77,121,99,132,112,98
60,90,161,145,136,127
155,144,103,153,128,111
162,167,184,147,142,139
145,144,139,132,123,115
145,144,139,132,123,115
198,145,141,113,126,97
156,156,176,140,131,122
156,156,176,140,131,122
156,156,176,140,131,122
156,156,176,140,131,122
156,156,176,140,131,122
156,156,176,140,131,122
156,156,176,140,131,122
156,156,176,140,131,122
156,156,176,140,131,122
168,162,138,184,173,159
168,162,138,184,173,159
168,162,138,184,173,159
98,138,186,156,152,142
150,186,220,123,107,101
161,194,222,136,109,89
174,192,195,189,175,159
174,192,195,189,175,159
174,137,118,187,184,182
122,169,203,140,116,97
176,173,172,169,169,168
168,125,133,157,146,139
168,125,133,157,146,139
168,125,133,157,146,139
168,125,133,157,146,139
168,125,133,157,146,139
130,143,173,140,130,120
169,178,185,168,133,90
169,178,185,168,133,90
169,178,185,168,133,90
169,178,185,168,133,90
169,178,185,168,133,90
182,179,178,143,134,126
136,151,183,142,131,121
186,172,102,152,125,107
135,145,131,112,115,111
115,116,162,138,112,92
144,132,124,152,146,143
117,92,83,157,132,121
117,92,83,157,132,121
133,147,178,142,132,122
168,177,182,109,110,106
139,154,185,144,134,123
112,175,137,149,127,112
164,170,199,152,143,135
167,167,170,185,178,171
120,136,143,189,178,165
165,163,165,182,180,177
137,151,152,116,118,114
178,195,192,138,118,104
162,168,167,139,123,108
131,146,177,140,131,121
199,193,186,140,142,141
132,126,124,177,176,173
193,211,226,145,124,106
118,154,206,124,121,118
118,154,206,124,121,118
118,154,206,124,121,118
157,171,175,112,113,108
200,138,216,155,137,129
159,130,127,154,126,108
159,130,127,154,126,108
159,130,127,154,126,108
169,203,187,163,147,133
169,188,214,138,130,122
66,64,100,116,116,114
125,106,95,130,119,107
120,157,178,152,128,111
175,195,219,139,131,121
124,167,166,154,147,139
140,175,170,142,132,123
189,210,232,141,133,124
139,174,169,142,132,124
154,146,143,152,150,145
154,146,143,152,150,145
175,173,173,153,152,150
187,141,164,171,155,145
179,196,209,108,104,99
179,196,209,108,104,99
179,196,209,108,104,99
137,177,177,141,131,122
195,212,210,142,122,89
145,182,180,145,135,126
173,167,182,140,128,116
149,185,185,146,135,127
160,176,174,160,140,106
160,176,174,160,140,106
163,195,152,136,123,109
174,168,162,154,126,108
156,142,139,155,146,139
156,142,139,155,146,139
156,142,139,155,146,139
156,142,139,155,146,139
156,142,139,155,146,139
156,142,139,155,146,139
156,142,139,155,146,139
79,77,75,131,123,118
153,140,126,134,120,105
136,168,178,139,132,124
188,197,176,176,162,146
172,192,219,156,146,135
166,173,190,157,147,140
169,198,216,132,110,98
160,176,206,156,146,135
205,201,198,145,118,101
172,144,123,153,146,136
172,144,123,153,146,136
136,139,159,160,143,114
136,139,159,160,143,114
136,139,159,160,143,114
167,188,216,155,144,133
141,141,138,159,149,135
141,141,138,159,149,135
188,186,181,186,182,180
160,183,213,155,145,134
161,183,212,154,144,133
170,169,166,183,177,169
172,212,232,148,124,111
152,137,130,150,140,132
152,137,130,150,140,132
124,104,95,154,133,122
133,143,150,145,125,93
133,143,150,145,125,93
133,143,150,145,125,93
133,143,150,145,125,93
177,191,191,139,120,104
177,191,191,139,120,104
177,191,191,139,120,104
173,171,168,185,178,171
145,131,125,144,134,126
145,131,125,144,134,126
143,127,120,145,134,125
143,127,120,145,134,125
98,171,181,132,118,107
125,154,184,159,156,147
146,133,127,145,135,127
146,133,127,145,135,127
131,129,126,150,149,147
171,200,207,139,134,129
164,204,209,137,132,128
143,130,126,142,132,124
143,130,126,142,132,124
139,134,126,154,146,137
139,134,126,154,146,137
191,209,209,126,110,84
161,203,210,140,135,131
174,173,173,167,152,137
168,207,214,140,135,131
98,87,64,140,130,117
98,87,64,140,130,117
142,153,162,158,135,99
177,201,210,175,168,161
23,114,169,158,154,148
49,43,37,74,72,71
155,203,210,140,135,131
157,141,131,148,137,129
179,160,143,175,166,153
166,192,194,118,106,95
155,136,124,147,135,125
168,195,166,177,165,150
149,134,124,140,130,122
164,151,166,164,144,99
85,109,142,146,145,143
156,137,125,148,136,126
174,190,184,141,125,97
174,190,184,141,125,97
213,211,209,198,197,195
185,219,235,172,165,158
162,200,212,138,126,116
167,197,193,172,169,164
166,216,232,165,151,136
159,143,133,149,139,131
145,143,160,155,147,139
145,143,160,155,147,139
145,143,160,155,147,139
136,150,177,145,137,126
136,150,177,145,137,126
136,150,177,145,137,126
196,202,211,159,157,154
130,153,170,137,127,114
132,113,96,122,105,94
132,113,96,122,105,94
163,162,158,154,151,146
126,140,169,148,140,128
126,140,169,148,140,128
126,140,169,148,140,128
192,130,151,192,181,171
71,113,77,151,152,149
189,188,188,163,161,158
127,141,169,148,140,129
127,141,169,148,140,129
127,141,169,148,140,129
183,189,173,145,121,86
140,173,207,157,140,125
126,140,169,148,140,129
126,140,169,148,140,129
126,140,169,148,140,129
198,198,208,180,178,173
173,170,171,153,152,150
130,145,174,149,141,129
130,145,174,149,141,129
130,145,174,149,141,129
156,138,116,144,119,86
142,139,140,136,126,119
155,159,162,112,105,100
155,159,162,112,105,100
193,197,199,154,149,141
137,83,66,172,168,165
183,197,201,179,171,162
139,133,134,68,68,67
144,150,177,156,132,94
167,187,198,172,164,156
154,130,110,151,130,114
141,151,160,148,146,143
85,135,160,141,131,123
85,135,160,141,131,123
85,135,160,141,131,123
184,185,195,139,120,107
158,195,230,125,112,107
181,169,124,160,140,101
181,169,124,160,140,101
165,194,203,129,117,108
144,158,178,148,140,129
144,158,178,148,140,129
144,158,178,148,140,129
155,101,131,149,124,109
110,117,124,154,148,140
154,161,147,181,172,160
154,161,147,181,172,160
154,161,147,181,172,160
119,128,126,184,177,170
119,128,126,184,177,170
194,183,174,189,173,157
149,151,172,162,161,159
219,143,168,152,144,135
162,161,147,163,162,161
165,163,164,153,152,150
165,163,164,153,152,150
165,163,164,153,152,150
143,128,121,153,141,132
160,173,186,149,124,88
160,173,186,149,124,88
189,195,203,158,153,148
186,192,189,191,175,159
155,156,163,141,134,128
141,178,214,120,108,104
141,178,214,120,108,104
150,137,130,153,143,135
154,155,164,136,130,124
108,161,201,151,130,114
166,161,153,151,139,126
139,142,155,184,168,152
151,153,161,135,129,122
179,193,202,157,153,149
160,154,154,59,58,58
113,154,168,144,120,103
155,158,166,136,130,123
148,134,127,153,142,132
153,157,165,133,127,120
148,123,102,147,126,112
181,173,149,182,176,168
181,173,149,182,176,168
181,173,149,182,176,168
196,187,154,188,172,156
118,124,171,170,168,163
126,152,168,139,133,126
67,156,172,146,134,123
153,164,164,140,118,101
148,150,126,191,176,159
207,213,216,97,91,88
193,174,205,161,147,136
159,169,173,116,107,101
160,100,130,147,122,110
179,180,180,178,171,164
174,163,141,193,176,158
167,163,158,135,126,114
191,200,207,144,142,139
218,217,215,198,195,190
159,157,153,182,176,167
160,153,145,167,162,156
132,117,98,136,123,106
185,192,210,151,139,127
160,146,140,132,121,108
163,119,155,156,152,155
190,184,139,191,174,157
154,140,133,154,144,136
212,210,208,193,190,179
126,128,140,174,170,165
144,127,120,153,141,132
211,218,223,93,87,83
172,168,153,150,131,100
188,180,167,187,171,155
160,147,143,135,125,111
160,147,143,135,125,111
165,162,123,143,123,89
165,162,123,143,123,89
163,181,179,148,133,119
201,199,196,184,173,159
201,199,196,184,173,159
173,177,182,147,145,142
173,177,182,147,145,142
167,177,197,156,150,143
167,177,197,156,150,143
95,197,192,149,144,135
124,154,183,136,128,123
124,154,183,136,128,123
150,135,128,150,139,132
118,126,141,163,159,154
118,126,141,163,159,154
118,126,141,163,159,154
148,134,128,152,141,134
179,208,212,129,125,118
147,133,127,148,138,130
166,180,191,121,111,103
157,178,213,139,127,111
159,144,123,150,123,87
83,163,104,150,146,139
168,164,166,143,136,129
127,168,175,145,145,144
20,36,52,137,129,122
192,182,169,191,175,158
167,163,165,141,135,128
165,152,136,155,128,92
165,152,136,155,128,92
165,152,136,155,128,92
168,157,153,175,171,167
166,162,164,139,132,125
96,173,115,152,148,140
158,151,158,153,144,135
165,161,164,139,132,126
162,154,161,155,146,138
166,161,162,140,133,126
154,145,148,151,141,133
154,144,148,152,142,134
74,58,51,177,171,166
207,204,194,187,173,158
178,203,195,123,104,90
155,146,151,153,144,135
205,199,196,185,175,167
146,153,158,129,120,110
177,207,220,156,133,117
173,171,161,165,137,99
173,171,161,165,137,99
173,171,161,165,137,99
173,171,161,165,137,99
-2147483648,-2147483648,-2147483648,176,173,171
137,146,174,141,130,122
151,145,139,115,106,100
173,199,214,148,127,111
198,198,200,105,101,99
136,144,174,141,130,121
22,33,50,152,129,115
127,151,154,136,123,109
168,124,94,166,133,115
140,149,180,142,132,122
125,124,123,141,141,142
173,187,189,147,126,111
173,187,189,147,126,111
142,149,157,124,115,108
142,149,157,124,115,108
174,159,155,173,169,167
174,159,155,173,169,167
166,150,127,152,126,91
166,150,127,152,126,91
186,182,176,179,178,177
186,182,176,179,178,177
170,175,195,134,123,111
80,105,135,169,168,166
141,133,131,57,56,55
141,133,131,57,56,55
141,66,98,175,162,156
112,113,119,96,90,85
112,113,119,96,90,85
112,113,119,96,90,85
186,212,231,146,131,118
150,154,157,133,123,110
150,154,157,133,123,110
122,122,126,102,95,90
122,122,126,102,95,90
122,122,126,102,95,90
74,71,75,165,156,149
190,180,174,168,159,153
132,99,78,151,129,113
194,159,140,166,133,120
194,159,140,166,133,120
194,159,140,166,133,120
62,177,194,147,157,156
171,156,133,156,129,94
171,156,133,156,129,94
171,156,133,156,129,94
171,156,133,156,129,94
81,76,77,152,140,131
77,73,74,155,145,137
117,117,121,98,92,88
117,117,121,98,92,88
117,117,121,98,92,88
201,212,216,187,184,179
82,78,81,159,150,142
185,197,212,161,167,176
80,77,79,156,146,138
123,122,126,107,101,96
123,122,126,107,101,96
123,122,126,107,101,96
207,212,216,96,92,88
124,122,124,154,146,137
195,197,203,144,139,132
176,198,215,137,120,107
127,117,119,92,92,84
127,117,119,92,92,84
127,117,119,92,92,84
156,168,168,123,113,104
186,186,185,167,163,159
116,123,134,95,89,84
116,123,134,95,89,84
116,123,134,95,89,84
147,117,79,151,127,92
117,124,136,95,89,84
117,124,136,95,89,84
117,124,136,95,89,84
127,163,118,148,142,136
127,163,118,148,142,136
196,206,194,186,184,180
113,118,129,95,89,84
113,118,129,95,89,84
113,118,129,95,89,84
111,115,125,97,91,85
111,115,125,97,91,85
111,115,125,97,91,85
120,122,102,153,146,136
155,165,178,131,127,118
113,117,126,98,92,87
113,117,126,98,92,87
113,117,126,98,92,87
174,183,191,144,125,112
174,183,191,144,125,112
209,213,215,158,153,150
145,154,129,159,135,102
145,154,129,159,135,102
161,129,105,139,112,93
161,129,105,139,112,93
161,129,105,139,112,93
68,124,75,161,159,152
175,158,160,200,195,191
174,183,190,173,159,149
174,183,190,173,159,149
176,185,195,142,136,128
176,185,195,142,136,128
140,146,160,171,165,152
174,157,131,157,141,109
140,123,111,137,113,94
168,168,170,148,144,139
177,188,194,132,121,112
195,80,131,179,169,168
175,175,183,148,140,134
163,180,199,128,117,108
141,131,128,142,133,125
205,209,202,208,208,204
205,209,202,208,208,204
172,174,181,146,139,131
143,136,127,143,132,120
145,143,135,133,108,89
145,143,135,133,108,89
145,143,135,133,108,89
145,143,135,133,108,89
177,165,150,182,166,149
99,102,108,147,135,128
99,102,108,147,135,128
167,167,174,143,136,129
57,106,180,188,178,174
145,136,134,139,129,122
141,141,130,158,133,97
141,141,130,158,133,97
141,141,130,158,133,97
173,192,212,137,117,101
158,143,144,146,144,142
139,130,130,139,130,122
165,166,173,142,135,129
169,183,197,135,117,105
169,183,197,135,117,105
169,183,197,135,117,105
112,121,127,194,180,164
158,160,159,117,107,98
168,168,170,153,149,143
164,163,169,143,136,130
137,135,135,144,144,144
147,138,139,143,133,125
100,82,75,162,157,152
77,81,84,74,75,77
161,167,168,144,134,122
205,197,183,186,168,151
192,184,174,204,203,199
160,158,156,151,149,147
143,164,177,160,147,135
149,156,155,139,133,124
149,156,155,139,133,124
153,160,158,185,168,152
218,171,154,137,121,108
195,209,225,151,148,144
170,172,162,137,112,93
110,100,86,127,120,111
148,138,137,144,134,126
171,171,178,148,141,135
167,141,114,161,131,99
39,53,68,147,134,127
39,53,68,147,134,127
39,53,68,147,134,127
148,139,140,142,132,124
170,169,176,151,143,136
180,187,198,149,147,144
201,203,200,177,161,145
147,139,140,142,133,124
163,105,137,138,110,91
163,105,137,138,110,91
109,105,146,157,150,146
109,105,146,157,150,146
109,105,146,157,150,146
56,55,57,56,55,55
148,140,141,140,130,123
120,109,96,127,119,111
140,150,164,173,153,131
140,150,164,173,153,131
140,150,164,173,153,131
140,150,164,173,153,131
140,150,164,173,153,131
157,150,149,160,157,153
158,130,105,151,116,84
170,169,175,152,144,137
188,198,210,152,149,146
188,198,210,152,149,146
148,139,140,142,132,124
141,163,179,136,125,112
141,163,179,136,125,112
180,164,172,151,131,114
198,203,207,156,152,149
169,173,181,148,145,143
162,161,171,145,138,131
172,170,170,160,158,155
152,148,146,164,160,156
142,143,146,137,132,125
142,143,146,137,132,125
142,143,146,137,132,125
124,163,134,120,114,106
124,163,134,120,114,106
166,165,175,145,138,131
166,165,175,145,138,131
130,128,129,140,139,138
130,128,129,140,139,138
162,161,171,146,139,132
169,173,179,149,146,144
182,198,217,135,130,123
