bBoxMeanR,bBoxMeanG,bBoxMeanB,eBoxMeanR,eBoxMeanG,eBoxMeanB
133,118,121,111,105,101
166,174,200,125,118,111
140,133,128,196,176,155
187,196,201,122,120,117
164,159,143,166,153,138
164,154,133,144,119,86
164,154,133,144,119,86
164,154,133,144,119,86
193,187,180,172,167,158
193,187,180,172,167,158
86,78,86,130,122,116
86,78,86,130,122,116
163,154,151,148,137,125
209,149,150,147,130,111
156,155,142,187,182,174
153,166,141,93,92,90
169,92,98,153,144,135
203,167,118,181,143,95
203,167,118,181,143,95
212,218,222,141,119,100
121,153,147,180,177,171
137,117,103,153,140,129
164,177,179,166,151,139
74,89,106,153,151,148
167,183,194,95,94,90
211,223,232,143,120,100
224,225,225,78,75,72
202,208,215,147,144,140
109,106,99,142,140,136
218,218,223,75,71,67
138,83,89,127,114,109
138,83,89,127,114,109
174,154,95,158,130,106
174,154,95,158,130,106
194,154,101,178,140,91
194,154,101,178,140,91
185,188,191,167,168,167
115,126,113,119,116,112
115,126,113,119,116,112
217,204,123,141,135,125
88,109,105,157,156,155
172,173,175,156,155,155
141,196,203,148,147,144
143,154,174,157,144,129
143,154,174,157,144,129
143,154,174,157,144,129
143,154,174,157,144,129
184,188,191,125,92,66
131,143,154,160,143,124
150,161,157,124,107,75
121,130,117,144,126,112
168,188,203,151,126,101
177,167,153,193,173,152
177,167,153,193,173,152
177,167,153,193,173,152
148,146,147,130,128,127
138,134,127,147,145,141
119,136,170,175,157,143
126,143,126,160,149,137
126,143,126,160,149,137
126,143,126,160,149,137
90,97,134,131,118,104
148,144,131,132,113,79
112,123,138,146,129,118
174,180,183,104,103,101
174,180,183,104,103,101
162,113,116,133,122,109
182,174,74,147,145,139
130,127,87,192,173,152
130,127,87,192,173,152
130,127,87,192,173,152
133,145,122,116,107,101
133,145,122,116,107,101
153,153,154,130,128,127
155,190,217,148,124,101
155,190,217,148,124,101
202,162,109,182,145,96
202,162,109,182,145,96
144,182,199,166,149,131
180,201,216,91,86,81
202,91,114,153,149,146
198,203,212,160,158,155
118,121,131,90,83,74
118,121,131,90,83,74
176,183,183,139,106,75
176,183,183,139,106,75
148,147,147,129,127,126
170,181,199,161,135,115
131,123,113,124,113,105
186,222,240,173,149,128
146,145,146,130,128,127
136,157,177,150,129,107
144,115,103,128,114,104
147,155,160,143,105,71
147,155,160,143,105,71
147,155,160,143,105,71
194,170,155,196,177,157
152,155,155,132,98,67
152,155,155,132,98,67
152,155,155,132,98,67
203,173,193,167,167,165
203,218,230,121,115,111
118,129,161,124,109,102
118,129,161,124,109,102
118,129,161,124,109,102
118,129,161,124,109,102
118,129,161,124,109,102
148,154,162,147,133,119
145,160,173,157,154,151
180,223,246,89,85,81
203,174,136,194,175,155
135,131,124,144,133,124
135,131,124,144,133,124
174,218,135,109,105,98
167,188,215,157,141,124
165,180,193,155,150,148
133,142,137,104,105,101
150,150,172,175,157,138
126,129,129,188,183,183
126,129,129,188,183,183
126,129,129,188,183,183
212,198,107,174,150,128
127,132,150,127,106,98
127,132,150,127,106,98
127,132,150,127,106,98
127,132,150,127,106,98
127,132,150,127,106,98
127,132,150,127,106,98
127,132,150,127,106,98
106,127,148,145,143,143
115,177,166,151,148,145
115,177,166,151,148,145
115,177,166,151,148,145
115,177,166,151,148,145
139,205,215,146,136,124
189,195,197,126,90,61
189,195,197,126,90,61
189,195,197,126,90,61
189,195,197,126,90,61
147,105,93,171,156,141
147,105,93,171,156,141
174,170,174,161,148,136
226,207,146,196,177,157
97,142,170,147,135,124
168,154,148,154,141,131
144,176,184,145,132,118
144,176,184,145,132,118
173,133,51,193,174,154
148,150,165,157,152,149
151,200,221,148,136,121
90,102,116,153,151,148
90,102,116,153,151,148
90,102,116,153,151,148
154,149,151,143,120,104
173,183,68,190,177,156
193,213,234,136,132,128
110,103,101,131,125,121
110,103,101,131,125,121
163,148,86,154,151,144
164,193,227,91,82,77
157,156,167,157,151,148
159,149,130,195,182,166
156,112,54,191,172,151
156,112,54,191,172,151
156,112,54,191,172,151
134,129,123,85,86,87
92,166,200,173,159,143
121,129,138,135,134,132
170,157,89,154,151,145
143,140,142,152,147,145
182,96,108,181,158,141
174,155,134,162,142,120
179,164,149,158,136,113
191,193,200,168,163,161
70,130,193,143,142,139
70,130,193,143,142,139
70,130,193,143,142,139
135,157,144,189,175,159
164,157,160,154,149,148
113,152,197,145,143,140
113,152,197,145,143,140
113,152,197,145,143,140
115,119,125,192,172,151
115,119,125,192,172,151
115,119,125,192,172,151
130,131,132,135,134,133
175,186,195,105,103,99
175,186,195,105,103,99
179,171,149,134,127,121
143,192,222,122,107,99
180,173,165,159,138,115
131,100,80,141,123,109
113,171,200,167,145,126
171,159,148,158,137,115
119,117,120,118,106,98
131,98,87,188,169,149
131,98,87,188,169,149
131,98,87,188,169,149
181,182,194,162,159,153
167,165,176,156,151,149
140,142,142,122,116,111
140,142,142,122,116,111
105,152,152,188,176,160
193,134,146,147,144,141
193,134,146,147,144,141
193,134,146,147,144,141
170,166,164,155,150,148
183,189,197,153,150,147
183,189,197,153,150,147
183,189,197,153,150,147
183,189,197,153,150,147
176,179,198,149,142,140
120,119,112,115,103,95
152,149,152,152,147,145
193,192,197,173,168,167
193,192,197,173,168,167
193,158,105,168,136,89
193,158,105,168,136,89
193,158,105,168,136,89
193,158,105,168,136,89
167,153,119,157,154,148
175,170,169,171,166,165
175,170,169,171,166,165
162,145,113,192,172,152
162,145,113,192,172,152
162,145,113,192,172,152
108,112,125,139,126,112
108,112,125,139,126,112
166,145,90,159,156,150
113,136,157,180,167,153
160,144,137,154,149,147
147,125,112,152,146,142
147,125,112,152,146,142
170,161,147,151,147,140
170,161,147,151,147,140
116,110,107,128,124,120
153,101,101,194,179,164
90,130,171,126,104,87
173,208,229,109,104,99
166,145,96,156,153,147
166,145,96,156,153,147
166,145,96,156,153,147
158,163,154,146,141,141
158,163,154,146,141,141
158,163,154,146,141,141
180,140,74,151,150,150
211,169,109,186,147,95
178,209,230,114,107,100
138,97,87,198,185,170
138,97,87,198,185,170
205,209,212,96,95,93
205,209,212,96,95,93
138,140,123,148,147,142
138,140,123,148,147,142
138,140,123,148,147,142
138,140,123,148,147,142
-2147483648,-2147483648,-2147483648,129,123,118
-2147483648,-2147483648,-2147483648,129,123,118
-2147483648,-2147483648,-2147483648,129,123,118
176,188,194,131,129,126
145,145,148,145,129,116
165,166,163,150,148,146
180,180,179,164,161,155
183,147,191,157,130,108
158,156,168,144,139,137
164,179,203,141,137,133
169,205,230,112,106,100
155,149,150,166,143,122
209,160,132,148,145,144
103,130,152,128,126,122
103,130,152,128,126,122
103,130,152,128,126,122
174,141,107,143,122,105
149,155,157,90,90,88
149,155,157,90,90,88
149,155,157,90,90,88
149,155,157,90,90,88
184,201,195,122,120,118
149,177,207,174,157,140
171,128,103,141,123,109
98,180,228,129,128,128
142,159,176,177,162,145
142,159,176,177,162,145
101,126,152,150,138,127
101,126,152,150,138,127
101,126,152,150,138,127
101,126,152,150,138,127
-2147483648,-2147483648,-2147483648,123,123,116
-2147483648,-2147483648,-2147483648,123,123,116
-2147483648,-2147483648,-2147483648,123,123,116
164,147,109,143,125,110
99,141,192,165,148,131
189,181,180,178,174,172
143,151,119,138,119,104
143,151,119,138,119,104
121,118,117,127,123,119
142,136,150,149,147,144
185,185,190,168,167,163
230,167,155,211,194,180
156,149,146,151,146,144
197,198,207,163,160,154
178,173,153,187,169,152
178,173,153,187,169,152
198,201,218,159,156,150
160,154,150,159,140,118
141,136,134,136,131,128
109,108,105,130,129,127
47,136,201,151,149,145
172,198,237,183,164,149
144,155,165,144,139,136
144,140,134,159,139,118
197,139,105,153,149,149
128,145,108,147,129,115
189,187,187,181,165,148
174,180,185,131,125,119
174,180,185,131,125,119
174,180,185,131,125,119
158,153,153,159,140,120
14,14,15,127,126,125
141,131,127,128,112,99
122,134,122,150,131,116
167,115,88,121,105,93
198,206,211,134,130,127
184,185,193,167,164,158
96,84,78,151,134,120
81,132,137,167,163,161
155,158,166,152,132,109
135,130,127,132,127,125
142,99,80,173,143,131
175,212,236,107,100,94
157,165,175,152,146,144
157,165,175,152,146,144
157,165,175,152,146,144
193,192,185,154,152,150
115,130,85,147,128,113
155,158,161,101,100,98
155,158,161,101,100,98
155,158,161,101,100,98
106,115,145,173,148,131
195,192,193,162,159,153
126,109,148,112,108,103
126,109,148,112,108,103
141,173,184,150,146,144
123,110,98,119,110,104
59,70,81,158,155,151
158,188,201,190,171,153
157,191,206,165,165,164
35,36,38,131,130,128
190,182,177,189,176,161
170,197,190,175,155,137
181,182,186,169,165,160
110,160,211,119,113,107
159,117,31,195,175,155
188,193,201,149,144,141
200,150,186,142,139,136
182,165,152,95,77,63
187,186,176,150,146,144
161,181,204,161,137,110
182,154,67,194,174,153
184,167,116,166,142,126
229,219,184,108,87,74
138,138,136,139,141,138
164,183,197,172,151,140
204,118,175,145,141,139
208,201,191,93,75,61
136,147,159,151,147,145
39,42,48,167,166,164
170,139,113,187,167,146
112,165,177,149,144,139
112,165,177,149,144,139
112,165,177,149,144,139
207,207,208,185,181,179
220,187,166,96,82,66
199,207,216,142,139,137
205,184,156,95,76,63
159,155,154,151,147,144
188,183,120,162,158,150
142,156,113,189,170,150
189,191,195,147,146,143
214,164,136,98,81,66
89,56,52,119,114,112
89,56,52,119,114,112
115,77,55,137,131,125
178,173,174,167,144,125
-2147483648,-2147483648,-2147483648,122,118,113
-2147483648,-2147483648,-2147483648,122,118,113
-2147483648,-2147483648,-2147483648,122,118,113
152,140,128,145,136,125
152,140,128,145,136,125
152,140,128,145,136,125
152,140,128,145,136,125
152,140,128,145,136,125
168,160,156,168,164,161
164,163,166,144,141,139
164,163,166,144,141,139
166,161,164,161,145,126
111,83,79,161,157,155
197,199,207,148,121,104
166,150,135,163,141,122
202,187,160,184,164,144
198,194,194,143,143,140
158,151,146,152,146,143
-2147483648,-2147483648,-2147483648,128,119,114
-2147483648,-2147483648,-2147483648,128,119,114
-2147483648,-2147483648,-2147483648,128,119,114
165,153,124,184,165,144
165,153,124,184,165,144
165,153,124,184,165,144
168,197,213,149,129,109
191,181,165,135,116,102
191,181,165,135,116,102
60,62,68,113,112,110
126,101,97,132,127,129
126,101,97,132,127,129
189,180,102,168,155,137
82,142,211,112,109,106
211,213,218,149,123,104
211,213,218,149,123,104
187,191,198,141,139,137
169,141,167,152,137,125
169,141,167,152,137,125
183,144,145,165,162,156
223,214,197,143,124,110
164,160,160,158,154,152
164,160,160,158,154,152
199,107,117,161,158,156
178,172,167,150,145,143
159,136,116,184,165,144
159,136,116,184,165,144
159,136,116,184,165,144
-2147483648,-2147483648,-2147483648,134,125,121
-2147483648,-2147483648,-2147483648,134,125,121
-2147483648,-2147483648,-2147483648,134,125,121
173,171,174,148,138,128
173,171,174,148,138,128
188,100,108,158,155,153
188,100,108,158,155,153
188,100,108,158,155,153
197,176,101,188,168,147
197,176,101,188,168,147
197,176,101,188,168,147
68,106,155,153,139,127
68,106,155,153,139,127
178,191,211,157,132,104
140,141,140,135,118,102
140,141,140,135,118,102
179,208,230,133,115,104
179,208,230,133,115,104
138,129,119,164,160,155
193,177,160,127,108,94
161,159,126,101,101,97
184,182,185,165,162,155
149,157,131,174,154,132
149,157,131,174,154,132
149,157,131,174,154,132
159,138,94,160,156,148
159,138,94,160,156,148
182,179,135,132,112,97
189,204,224,162,136,108
189,204,224,162,136,108
160,176,188,178,165,150
160,188,206,126,114,105
160,188,206,126,114,105
166,144,120,140,120,105
183,199,220,152,129,103
183,199,220,152,129,103
183,199,220,152,129,103
155,160,157,107,106,104
161,180,161,164,151,134
181,178,176,159,158,156
179,176,202,148,143,137
179,176,202,148,143,137
179,176,202,148,143,137
166,159,150,136,128,123
166,159,150,136,128,123
213,120,87,158,156,154
168,189,194,188,170,154
183,187,196,149,143,141
194,192,132,157,153,144
212,119,79,160,158,156
93,112,107,132,125,119
93,112,107,132,125,119
136,107,111,147,124,101
168,172,178,103,102,101
116,99,95,134,127,121
116,99,95,134,127,121
134,125,80,155,137,116
-2147483648,-2147483648,-2147483648,128,128,122
-2147483648,-2147483648,-2147483648,128,128,122
-2147483648,-2147483648,-2147483648,128,128,122
-2147483648,-2147483648,-2147483648,128,128,122
-2147483648,-2147483648,-2147483648,128,128,122
186,191,195,148,144,143
131,120,119,149,131,113
191,159,130,182,162,141
191,159,130,182,162,141
191,159,130,182,162,141
151,142,139,146,140,137
98,53,67,165,146,138
175,144,132,153,150,147
175,144,132,153,150,147
133,166,186,112,106,101
133,166,186,112,106,101
154,148,140,150,131,111
154,148,140,150,131,111
119,120,117,155,143,128
142,128,114,156,138,118
142,128,114,156,138,118
150,93,80,127,118,112
150,93,80,127,118,112
131,121,83,155,135,112
131,121,83,155,135,112
131,121,83,155,135,112
168,179,181,187,176,162
215,188,78,100,84,69
175,170,174,162,158,152
175,170,174,162,158,152
110,106,107,126,120,114
182,178,182,165,161,155
180,202,207,196,170,151
140,134,122,146,144,143
140,134,122,146,144,143
133,136,143,132,125,120
133,136,143,132,125,120
84,119,119,134,131,125
84,119,119,134,131,125
230,167,115,109,92,77
187,184,184,162,158,152
201,200,199,167,167,165
87,212,95,139,121,100
163,108,118,173,172,171
200,201,209,150,147,141
132,140,139,123,117,109
132,140,139,123,117,109
102,104,112,166,156,146
102,104,112,166,156,146
102,104,112,166,156,146
102,104,112,166,156,146
166,168,173,108,106,102
136,149,120,157,138,117
-2147483648,-2147483648,-2147483648,122,118,110
194,195,203,145,142,136
194,195,203,145,142,136
102,113,123,121,117,108
102,113,123,121,117,108
102,113,123,121,117,108
143,167,196,156,145,133
190,147,124,169,167,164
196,179,151,116,96,83
-2147483648,-2147483648,-2147483648,126,123,116
180,178,175,188,185,180
110,126,51,110,111,100
152,115,92,161,143,122
153,180,183,152,141,131
162,165,171,160,160,159
115,185,132,175,179,169
141,140,162,126,105,89
52,80,78,106,110,98
146,153,162,145,139,129
146,153,162,145,139,129
146,153,162,145,139,129
169,190,193,123,112,103
172,154,136,169,158,144
172,154,136,169,158,144
164,167,176,160,159,158
192,179,157,108,89,76
173,172,172,165,165,163
121,59,70,159,147,138
179,176,175,162,161,159
180,198,210,196,175,156
180,198,210,196,175,156
144,113,86,161,142,120
144,113,86,161,142,120
144,113,86,161,142,120
183,187,196,155,145,135
184,188,175,123,114,106
-2147483648,-2147483648,-2147483648,130,133,126
155,105,112,164,163,161
171,168,163,182,178,165
136,175,207,117,111,105
147,143,159,161,161,158
109,110,86,194,174,154
101,103,97,106,104,101
185,198,204,102,101,97
185,198,204,102,101,97
178,177,177,167,165,165
196,214,210,178,172,167
196,214,210,178,172,167
141,139,140,128,118,106
167,155,137,166,151,141
167,155,137,166,151,141
167,155,137,166,151,141
214,190,166,91,73,60
67,122,97,110,107,99
67,122,97,110,107,99
107,107,103,108,107,105
180,177,180,159,156,152
150,138,127,193,174,153
182,178,169,161,162,160
158,184,206,109,103,97
132,139,146,105,103,101
173,170,170,167,165,165
173,170,170,167,165,165
162,129,123,157,139,119
163,169,165,193,172,150
172,173,175,165,164,162
94,78,85,184,181,177
94,78,85,184,181,177
188,196,208,156,144,131
188,189,198,166,164,163
188,189,198,166,164,163
188,189,198,166,164,163
-2147483648,-2147483648,-2147483648,145,146,138
-2147483648,-2147483648,-2147483648,145,146,138
-2147483648,-2147483648,-2147483648,145,146,138
167,175,168,161,158,155
97,115,135,132,124,116
148,148,103,112,119,21
157,126,140,166,150,139
157,126,140,166,150,139
186,186,186,159,159,156
222,212,80,185,180,171
199,182,163,98,80,67
176,174,174,167,166,164
169,184,206,160,149,139
135,157,170,114,105,96
34,114,110,120,116,112
171,162,153,176,156,134
176,204,231,155,146,138
125,114,110,162,161,159
170,168,167,160,159,157
177,215,224,151,147,140
120,168,128,153,136,114
133,136,57,109,108,89
170,178,201,153,143,133
71,86,105,92,83,75
193,182,156,125,115,105
211,204,197,177,158,137
128,74,88,118,112,107
170,180,191,152,142,131
135,150,132,152,136,116
135,150,132,152,136,116
116,110,104,101,95,88
169,168,168,162,161,159
199,218,81,112,108,100
164,186,199,166,150,133
164,186,199,166,150,133
129,130,130,130,128,129
53,115,110,120,113,109
53,115,110,120,113,109
150,114,130,165,156,149
212,201,83,173,170,156
103,96,88,106,100,93
189,190,201,166,164,164
106,118,53,126,136,43
95,177,112,152,139,121
194,189,191,112,96,92
138,174,152,154,141,124
-2147483648,-2147483648,-2147483648,115,118,112
-2147483648,-2147483648,-2147483648,115,118,112
-2147483648,-2147483648,-2147483648,115,118,112
164,174,179,127,117,107
164,174,179,127,117,107
140,146,160,161,151,141
183,187,199,166,164,164
197,210,146,173,162,145
197,210,146,173,162,145
112,124,72,123,133,39
164,154,147,148,131,110
164,154,147,148,131,110
133,141,149,110,107,99
133,141,149,110,107,99
133,141,149,110,107,99
133,141,149,110,107,99
100,76,79,75,67,62
139,141,141,100,98,95
168,183,186,137,121,105
142,174,195,157,136,113
134,182,171,149,147,137
134,182,171,149,147,137
179,177,188,123,112,100
174,179,191,150,131,110
195,197,206,165,164,164
23,28,40,165,157,151
115,144,176,154,135,114
133,148,164,122,114,107
164,176,176,156,140,121
91,91,93,163,163,162
183,202,207,163,154,147
141,141,145,156,140,122
145,164,179,155,133,110
118,116,113,108,106,103
164,161,161,147,146,144
149,149,146,128,129,125
167,161,146,167,159,151
169,163,156,186,182,178
165,186,196,111,100,91
189,106,87,164,153,144
190,189,201,166,164,164
189,191,205,165,163,163
171,176,169,166,157,146
125,131,148,101,95,93
181,178,189,167,165,166
87,132,154,164,159,153
179,123,103,183,176,171
164,177,185,118,108,98
103,177,207,146,145,141
146,150,142,169,171,170
97,109,134,128,122,116
111,110,106,106,106,102
94,58,78,173,164,160
168,166,166,151,150,148
128,126,117,124,124,124
175,171,170,161,158,156
91,97,160,167,162,160
173,148,136,156,151,147
134,124,126,160,142,124
113,113,108,106,104,100
184,170,140,159,150,139
159,160,160,133,130,131
123,138,136,126,114,103
171,159,141,170,161,153
163,164,170,171,163,153
163,164,170,171,163,153
163,164,170,171,163,153
151,112,119,156,139,122
171,173,181,170,163,154
183,183,181,155,153,151
136,141,155,130,122,116
160,170,186,121,116,110
122,136,134,130,128,128
76,97,134,167,150,131
215,94,118,180,164,160
