bBoxMeanR,bBoxMeanG,bBoxMeanB,eBoxMeanR,eBoxMeanG,eBoxMeanB
126,156,195,139,128,117
165,180,189,160,121,89
133,105,98,146,142,138
133,105,98,146,142,138
181,178,166,145,142,140
116,102,86,125,112,100
116,102,86,125,112,100
150,149,152,138,125,118
150,149,152,138,125,118
171,170,169,138,137,136
164,164,167,131,128,127
164,164,167,131,128,127
161,161,155,119,123,114
161,161,155,119,123,114
200,195,183,184,175,161
153,155,144,168,148,131
81,149,13,123,111,95
-2147483648,-2147483648,-2147483648,108,106,100
137,149,167,103,93,88
206,204,199,183,172,159
145,159,182,135,125,117
145,159,182,135,125,117
145,159,182,135,125,117
173,167,153,168,142,121
162,182,198,147,130,114
162,182,198,147,130,114
162,182,198,147,130,114
162,182,198,147,130,114
183,164,130,162,142,125
121,124,128,98,89,83
187,189,196,135,130,125
187,189,196,135,130,125
191,233,239,86,74,67
184,185,194,146,141,137
-2147483648,-2147483648,-2147483648,102,100,93
164,158,158,148,131,116
164,158,158,148,131,116
164,158,158,148,131,116
164,158,158,148,131,116
164,158,158,148,131,116
109,130,147,119,103,89
86,89,104,131,135,41
173,170,165,136,132,125
173,170,165,136,132,125
167,163,154,137,131,125
167,163,154,137,131,125
149,148,146,136,135,134
170,138,82,171,164,150
161,152,146,145,120,102
161,151,144,188,178,166
161,151,144,188,178,166
167,121,73,115,112,109
126,139,140,174,163,146
152,169,172,110,99,88
87,78,75,120,117,114
138,116,104,137,118,103
166,188,107,104,104,89
134,142,148,169,160,147
186,199,219,142,132,121
186,199,219,142,132,121
186,199,219,142,132,121
-2147483648,-2147483648,-2147483648,97,94,86
-2147483648,-2147483648,-2147483648,97,94,86
181,158,104,156,135,113
99,94,90,133,130,129
99,94,90,133,130,129
99,94,90,133,130,129
114,140,141,147,146,144
185,197,216,141,132,119
185,197,216,141,132,119
185,197,216,141,132,119
191,217,245,131,125,120
188,199,218,144,135,122
188,199,218,144,135,122
188,199,218,144,135,122
155,157,175,146,134,126
156,120,110,149,120,109
160,158,154,170,164,159
160,158,154,170,164,159
160,158,154,170,164,159
181,150,71,132,128,121
181,150,71,132,128,121
-2147483648,-2147483648,-2147483648,154,147,138
-2147483648,-2147483648,-2147483648,154,147,138
-2147483648,-2147483648,-2147483648,154,147,138
59,53,42,110,107,98
167,149,131,161,150,138
167,149,131,161,150,138
167,149,131,161,150,138
167,149,131,161,150,138
97,136,117,164,157,149
153,132,115,144,114,102
178,177,176,146,144,142
159,154,139,162,157,152
159,154,139,162,157,152
154,140,157,159,154,150
154,140,157,159,154,150
154,140,157,159,154,150
166,186,198,146,140,137
-2147483648,-2147483648,-2147483648,154,146,138
-2147483648,-2147483648,-2147483648,154,146,138
124,111,104,121,108,97
137,135,135,133,130,129
123,135,128,121,109,100
123,135,128,121,109,100
123,135,128,121,109,100
123,135,128,121,109,100
148,180,212,118,98,91
173,172,173,138,137,136
-2147483648,-2147483648,-2147483648,114,112,104
52,134,211,150,149,148
-2147483648,-2147483648,-2147483648,150,143,134
-2147483648,-2147483648,-2147483648,150,143,134
137,127,129,141,119,104
136,173,178,143,135,125
174,171,168,158,157,153
174,171,168,158,157,153
134,116,106,131,116,105
200,219,233,94,76,74
85,77,72,122,118,116
85,77,72,122,118,116
-2147483648,-2147483648,-2147483648,106,103,93
-2147483648,-2147483648,-2147483648,106,103,93
159,141,160,151,143,139
159,141,160,151,143,139
159,141,160,151,143,139
174,172,170,157,156,153
174,172,170,157,156,153
155,137,125,144,124,110
175,176,179,148,142,138
175,176,179,148,142,138
129,112,104,124,117,111
129,112,104,124,117,111
137,126,115,138,134,128
109,166,200,138,121,109
132,131,130,121,118,117
149,128,117,143,124,111
161,155,148,150,147,142
-2147483648,-2147483648,-2147483648,96,93,85
-2147483648,-2147483648,-2147483648,96,93,85
86,125,185,147,136,126
86,125,185,147,136,126
162,155,150,155,150,144
155,135,120,145,125,112
97,98,84,118,111,105
97,98,84,118,111,105
147,149,151,151,147,142
147,149,151,151,147,142
128,144,162,147,138,127
128,144,162,147,138,127
128,144,162,147,138,127
128,144,162,147,138,127
142,123,112,137,119,106
146,162,182,167,167,164
146,162,182,167,167,164
127,143,161,148,138,128
127,143,161,148,138,128
127,143,161,148,138,128
127,143,161,148,138,128
205,173,186,142,139,137
109,101,88,98,95,88
109,101,88,98,95,88
61,82,100,168,163,159
117,115,98,121,116,112
150,136,128,141,124,112
156,157,156,142,141,139
98,134,142,95,81,67
98,134,142,95,81,67
217,208,217,171,164,145
132,135,140,99,96,88
132,135,140,99,96,88
147,131,123,142,125,112
140,143,145,139,138,137
149,158,176,166,166,164
117,131,147,174,176,175
154,190,223,122,102,96
154,190,223,122,102,96
130,136,151,161,160,157
141,122,117,137,120,112
194,213,227,181,179,177
162,158,154,151,150,149
162,158,154,151,150,149
162,154,162,152,142,130
162,154,162,152,142,130
162,154,162,152,142,130
162,154,162,152,142,130
187,198,186,185,174,161
174,167,163,168,163,158
143,184,218,119,100,92
143,184,218,119,100,92
-2147483648,-2147483648,-2147483648,104,101,94
-2147483648,-2147483648,-2147483648,104,101,94
170,191,219,147,122,111
196,202,217,177,174,172
88,148,153,100,84,69
88,148,153,100,84,69
88,148,153,100,84,69
-2147483648,-2147483648,-2147483648,154,145,135
128,115,109,121,110,103
122,143,161,123,113,107
162,211,241,138,118,102
174,166,163,164,160,155
165,194,191,147,136,123
165,194,191,147,136,123
165,194,191,147,136,123
100,133,112,147,146,144
139,121,111,129,115,104
140,175,210,182,180,178
154,137,129,115,128,24
203,198,190,182,172,158
205,203,224,128,125,118
171,139,116,185,180,174
59,53,44,98,96,89
59,53,44,98,96,89
129,138,98,116,111,104
175,171,163,169,169,169
206,217,225,127,123,119
164,160,156,154,153,151
164,160,156,154,153,151
195,199,203,189,187,186
195,199,203,189,187,186
158,149,151,146,128,112
182,185,197,146,135,123
182,185,197,146,135,123
182,185,197,146,135,123
182,185,197,146,135,123
124,123,120,139,139,137
176,181,193,146,136,123
176,181,193,146,136,123
176,181,193,146,136,123
176,181,193,146,136,123
187,182,174,137,123,114
-2147483648,-2147483648,-2147483648,152,145,137
-2147483648,-2147483648,-2147483648,152,145,137
97,98,103,127,110,101
97,98,103,127,110,101
130,127,141,167,168,167
130,127,141,167,168,167
181,184,195,145,134,122
181,184,195,145,134,122
181,184,195,145,134,122
181,184,195,145,134,122
163,197,227,136,118,103
178,182,194,145,134,122
178,182,194,145,134,122
178,182,194,145,134,122
178,182,194,145,134,122
146,158,166,174,170,165
146,158,166,174,170,165
127,139,130,102,89,76
188,202,216,185,183,181
171,163,114,122,107,95
167,164,160,172,167,161
167,164,160,172,167,161
167,164,160,172,167,161
59,53,45,98,97,91
59,53,45,98,97,91
152,151,177,161,162,161
163,165,169,138,116,100
208,183,196,130,126,124
132,154,169,161,152,142
132,154,169,161,152,142
96,177,204,131,131,129
97,120,144,121,104,94
121,104,97,124,111,95
90,88,85,145,144,142
184,186,182,182,180,179
149,140,121,184,173,161
166,196,228,133,107,91
58,51,42,99,96,90
58,51,42,99,96,90
58,51,42,99,96,90
110,122,121,102,90,75
110,122,121,102,90,75
128,139,170,140,121,107
107,161,213,132,127,123
177,170,159,169,170,169
143,162,169,148,152,151
156,162,154,163,153,141
106,118,130,102,90,75
106,118,130,102,90,75
196,150,142,185,179,161
154,79,58,136,133,132
180,211,231,136,129,124
150,130,116,135,117,105
195,182,187,169,161,143
63,56,48,102,100,94
63,56,48,102,100,94
63,56,48,102,100,94
165,166,182,123,99,80
225,121,92,150,129,113
161,159,158,148,147,146
134,118,112,133,111,93
143,173,137,186,176,164
111,109,109,126,111,98
124,133,146,174,170,163
89,115,156,132,111,101
89,115,156,132,111,101
89,115,156,132,111,101
158,152,146,166,161,156
158,152,146,166,161,156
158,152,146,166,161,156
190,201,219,116,95,79
-2147483648,-2147483648,-2147483648,151,145,138
72,93,111,172,170,167
105,165,201,116,98,83
91,94,109,84,72,59
139,146,120,193,183,171
139,146,120,193,183,171
152,148,149,135,115,98
-2147483648,-2147483648,-2147483648,153,146,138
52,48,39,93,91,84
52,48,39,93,91,84
52,48,39,93,91,84
134,124,122,198,188,176
173,94,108,168,157,154
173,94,108,168,157,154
162,152,151,165,161,159
162,152,151,165,161,159
167,144,123,140,121,104
111,100,91,122,112,106
98,102,116,134,130,127
98,102,116,134,130,127
151,147,143,158,154,149
151,147,143,158,154,149
169,173,183,167,163,158
147,141,131,130,117,108
209,208,211,147,138,126
-2147483648,-2147483648,-2147483648,98,95,88
-2147483648,-2147483648,-2147483648,98,95,88
-2147483648,-2147483648,-2147483648,98,95,88
105,99,94,127,119,110
167,149,137,162,145,133
153,133,124,137,115,100
151,104,115,170,160,158
151,104,115,170,160,158
103,106,109,198,188,177
135,132,130,134,130,127
176,187,181,153,138,123
176,187,181,153,138,123
176,187,181,153,138,123
176,187,181,153,138,123
149,85,97,128,114,107
59,70,89,119,116,115
59,70,89,119,116,115
162,151,147,138,118,103
168,168,139,151,137,124
168,168,139,151,137,124
-2147483648,-2147483648,-2147483648,157,147,133
190,209,226,144,135,126
56,50,41,97,93,86
56,50,41,97,93,86
56,50,41,97,93,86
146,142,138,58,59,59
189,207,222,139,130,121
125,118,108,122,115,108
125,114,84,156,145,134
188,204,219,145,136,127
186,202,217,140,131,123
100,142,171,136,121,110
109,97,91,111,101,96
109,97,91,111,101,96
139,148,150,162,162,161
187,203,217,142,133,125
165,143,96,169,169,169
189,188,186,187,188,190
194,200,205,147,130,116
194,200,205,147,130,116
194,200,205,147,130,116
194,200,205,147,130,116
177,181,179,158,158,158
185,188,191,158,158,157
176,179,185,155,155,153
135,150,166,114,93,82
187,184,179,157,158,157
236,238,244,71,69,65
115,111,106,93,90,84
168,111,127,124,120,115
100,80,66,118,109,101
96,78,60,115,103,86
141,155,163,148,130,116
141,155,163,148,130,116
135,132,128,127,122,117
135,132,128,127,122,117
135,132,128,127,122,117
135,132,128,127,122,117
153,129,143,121,116,111
-2147483648,-2147483648,-2147483648,98,95,86
-2147483648,-2147483648,-2147483648,98,95,86
162,137,118,169,170,171
150,152,150,160,163,156
149,183,177,147,126,108
157,158,157,143,142,140
164,176,172,148,127,110
107,163,70,155,148,128
145,148,165,142,121,102
134,133,134,73,69,66
134,133,134,73,69,66
10,18,30,126,115,107
-2147483648,-2147483648,-2147483648,100,97,88
-2147483648,-2147483648,-2147483648,100,97,88
66,62,61,136,127,120
147,134,143,126,120,117
68,65,65,136,130,125
127,127,128,145,144,142
178,178,175,159,158,154
130,130,128,136,132,127
97,134,73,145,134,117
97,134,73,145,134,117
90,152,226,130,105,85
133,118,82,109,105,101
151,147,143,146,141,136
191,187,181,143,129,115
163,159,150,143,139,134
74,148,172,141,119,101
-2147483648,-2147483648,-2147483648,104,102,95
-2147483648,-2147483648,-2147483648,104,102,95
192,112,114,154,139,126
128,115,107,140,136,132
128,115,107,140,136,132
141,118,100,137,120,108
125,113,104,137,133,128
125,113,104,137,133,128
121,182,203,148,126,108
203,214,228,147,130,114
-2147483648,-2147483648,-2147483648,150,143,135
149,166,166,112,112,109
149,166,166,112,112,109
149,166,166,112,112,109
149,166,166,112,112,109
157,148,135,174,171,165
157,148,135,174,171,165
157,148,135,174,171,165
157,148,135,174,171,165
157,148,135,174,171,165
143,127,117,128,113,100
190,196,203,145,129,114
190,196,203,145,129,114
46,67,95,131,103,87
138,116,105,132,117,103
146,161,170,104,98,95
146,161,170,104,98,95
-2147483648,-2147483648,-2147483648,153,144,133
176,210,223,157,139,126
191,188,177,180,177,172
139,143,142,104,97,93
139,143,142,104,97,93
139,143,142,104,97,93
174,190,186,134,124,104
130,136,155,128,111,101
178,182,125,95,90,82
131,123,119,131,126,121
154,142,124,173,159,143
127,121,118,133,129,124
127,121,118,133,129,124
127,121,118,133,129,124
127,121,118,133,129,124
127,121,118,133,129,124
135,146,134,150,150,149
135,146,134,150,150,149
135,146,134,150,150,149
193,206,211,131,118,101
153,153,152,124,119,112
133,126,151,129,111,101
150,160,169,106,94,88
156,163,114,100,96,87
138,126,123,139,123,112
-2147483648,-2147483648,-2147483648,154,146,138
210,224,236,129,113,97
75,65,98,138,122,112
75,65,98,138,122,112
75,65,98,138,122,112
153,147,144,139,133,127
128,120,127,135,111,93
113,104,86,102,98,93
113,104,86,102,98,93
152,124,105,134,115,102
180,189,197,162,161,162
180,189,197,162,161,162
180,189,197,162,161,162
180,189,197,162,161,162
151,132,121,140,127,117
80,69,95,131,115,107
80,69,95,131,115,107
80,69,95,131,115,107
80,69,95,131,115,107
180,193,206,122,107,92
121,154,160,85,80,76
142,129,123,137,121,110
122,117,117,156,145,133
175,107,49,143,140,137
116,103,116,134,115,104
165,89,24,131,109,93
-2147483648,-2147483648,-2147483648,112,100,80
-2147483648,-2147483648,-2147483648,112,100,80
121,86,67,149,123,106
188,166,125,155,150,146
121,108,103,121,115,110
53,91,92,131,111,100
123,129,124,155,152,149
139,126,121,131,116,106
140,203,120,99,104,91
177,186,195,160,159,158
177,186,195,160,159,158
177,186,195,160,159,158
153,143,137,140,127,119
67,71,92,132,115,104
167,159,127,150,144,138
167,159,127,150,144,138
165,86,21,133,111,97
162,161,161,139,138,137
162,161,161,139,138,137
129,118,115,127,116,108
117,123,116,91,89,90
117,123,116,91,89,90
117,123,116,91,89,90
194,192,186,183,180,175
194,192,186,183,180,175
194,192,186,183,180,175
110,129,147,141,127,113
117,139,141,139,135,127
117,139,141,139,135,127
65,137,175,112,106,103
127,113,110,128,114,105
32,169,210,112,112,107
161,159,159,143,142,141
167,187,221,133,113,99
171,180,188,154,153,153
171,180,188,154,153,153
171,180,188,154,153,153
161,156,141,186,183,178
110,131,145,149,148,147
167,199,202,149,129,113
117,135,158,98,95,91
156,153,149,149,146,143
156,153,149,149,146,143
164,166,153,135,113,95
138,128,129,130,116,105
97,93,96,129,116,109
97,93,96,129,116,109
147,142,133,165,150,134
147,142,133,165,150,134
177,182,128,177,178,159
130,180,143,143,137,130
149,138,127,131,108,89
-2147483648,-2147483648,-2147483648,154,144,128
-2147483648,-2147483648,-2147483648,154,144,128
150,136,129,139,127,119
129,133,145,132,107,88
104,110,167,114,104,101
115,121,130,149,144,142
115,121,130,149,144,142
115,121,130,149,144,142
115,121,130,149,144,142
136,121,115,128,114,104
145,152,132,165,166,146
145,152,132,165,166,146
145,152,132,165,166,146
180,176,168,189,185,180
165,187,205,153,147,143
-2147483648,-2147483648,-2147483648,119,119,114
-2147483648,-2147483648,-2147483648,119,119,114
-2147483648,-2147483648,-2147483648,119,119,114
-2147483648,-2147483648,-2147483648,119,119,114
-2147483648,-2147483648,-2147483648,119,119,114
141,136,139,139,119,104
165,173,176,103,101,98
139,149,161,125,109,101
139,149,161,125,109,101
119,116,101,117,115,112
119,116,101,117,115,112
191,214,229,144,133,122
162,156,144,179,176,171
107,102,102,135,130,129
141,138,139,135,117,105
141,138,139,135,117,105
136,119,102,124,125,128
180,153,159,174,165,154
166,169,172,156,155,157
166,169,172,156,155,157
166,169,172,156,155,157
-2147483648,-2147483648,-2147483648,127,127,121
-2147483648,-2147483648,-2147483648,127,127,121
-2147483648,-2147483648,-2147483648,127,127,121
140,141,150,132,114,103
-2147483648,-2147483648,-2147483648,153,144,133
135,153,164,132,132,131
127,128,125,121,125,121
130,127,132,141,129,121
118,107,96,125,121,116
159,196,197,141,131,118
157,145,149,138,120,107
137,127,122,131,119,110
98,112,91,164,168,147
143,139,135,121,117,110
115,124,135,165,141,122
157,154,152,146,143,142
127,117,108,136,132,126
174,189,191,139,129,116
174,189,191,139,129,116
145,136,137,145,127,112
-2147483648,-2147483648,-2147483648,150,144,135
125,118,109,133,129,123
125,118,109,133,129,123
120,114,103,113,108,107
120,114,103,113,108,107
120,114,103,113,108,107
136,127,121,133,128,122
136,127,121,133,128,122
119,110,107,118,105,94
190,198,202,141,131,118
184,148,142,157,160,141
120,109,98,131,126,120
120,109,98,131,126,120
183,188,191,145,135,122
129,121,118,130,122,117
-2147483648,-2147483648,-2147483648,154,147,138
137,150,159,127,105,93
205,209,212,148,137,124
174,195,215,161,139,123
132,120,116,129,116,107
126,121,126,160,154,153
126,121,126,160,154,153
126,121,126,160,154,153
114,107,114,128,108,94
115,164,205,125,108,100
118,124,123,119,115,110
118,124,123,119,115,110
118,124,123,119,115,110
164,164,162,153,142,129
198,198,194,166,164,153
151,135,125,140,128,119
174,208,225,156,150,144
159,147,132,154,125,92
184,201,198,150,139,126
173,182,189,99,98,96
173,182,189,99,98,96
173,182,189,99,98,96
170,172,170,110,106,97
165,148,144,159,154,152
149,152,171,126,122,107
122,108,96,121,109,98
114,108,103,118,115,110
184,155,119,192,173,153
129,114,86,157,153,148
183,189,194,149,137,125
137,128,122,147,112,79
137,128,122,147,112,79
146,112,125,163,138,118
139,120,81,158,154,150
164,155,153,162,160,157
164,155,153,162,160,157
164,155,153,162,160,157
164,155,153,162,160,157
164,155,153,162,160,157
164,155,153,162,160,157
164,139,110,194,175,154
126,160,142,164,158,157
149,181,188,170,170,169
149,181,188,170,170,169
149,181,188,170,170,169
124,129,135,110,105,97
124,129,135,110,105,97
124,129,135,110,105,97
113,144,175,157,145,132
113,144,175,157,145,132
131,122,118,119,105,98
131,122,118,119,105,98
208,216,222,164,138,117
138,123,112,125,106,89
211,224,233,145,130,117
160,143,127,189,171,151
100,71,47,127,112,102
170,170,165,145,133,121
170,170,165,145,133,121
170,170,165,145,133,121
170,170,165,145,133,121
150,169,186,110,102,98
185,191,186,153,141,127
185,191,186,153,141,127
185,191,186,153,141,127
130,144,114,115,103,73
94,130,160,166,143,124
162,177,186,76,76,73
164,164,165,185,178,171
164,164,165,185,178,171
164,164,165,185,178,171
180,169,172,186,171,153
180,169,172,186,171,153
113,112,113,119,116,110
113,112,113,119,116,110
113,112,113,119,116,110
113,112,113,119,116,110
176,186,194,91,91,87
147,131,125,138,120,107
134,135,103,129,114,84
142,131,108,193,174,153
148,134,128,141,128,120
153,144,137,147,131,120
180,185,181,153,140,126
180,185,181,153,140,126
180,185,181,153,140,126
97,129,142,170,146,125
143,135,121,138,118,88
136,124,110,123,109,92
166,170,174,156,156,156
166,170,174,156,156,156
197,176,168,147,135,123
141,140,125,145,121,88
96,134,166,104,96,91
160,160,163,143,142,140
153,139,116,143,126,97
177,182,185,168,165,167
150,134,108,139,122,93
177,171,166,156,153,149
176,159,159,155,142,132
135,97,103,140,131,128
135,97,103,140,131,128
170,180,180,147,135,121
170,180,180,147,135,121
170,180,180,147,135,121
170,180,180,147,135,121
85,77,74,129,124,120
121,143,155,149,149,149
121,143,155,149,149,149
154,141,138,141,129,120
136,110,77,187,168,148
136,110,77,187,168,148
136,110,77,187,168,148
148,155,166,110,102,92
181,175,158,165,165,154
181,175,158,165,165,154
114,168,183,134,143,147
114,168,183,134,143,147
148,138,134,144,130,123
167,177,177,161,138,119
155,138,140,154,135,115
155,138,140,154,135,115
155,138,140,154,135,115
155,138,140,154,135,115
163,143,154,150,137,123
130,161,167,161,136,116
77,126,144,139,122,116
157,176,189,86,79,74
177,162,141,186,168,148
177,162,141,186,168,148
177,162,141,186,168,148
145,162,167,131,103,69
145,162,167,131,103,69
145,162,167,131,103,69
145,162,167,131,103,69
152,170,193,119,114,113
180,181,184,146,134,121
124,95,66,143,123,107
23,23,25,137,136,134
23,23,25,137,136,134
134,119,109,157,152,146
106,97,87,120,116,111
106,97,87,120,116,111
106,97,87,120,116,111
137,160,165,160,137,116
137,160,165,160,137,116
137,160,165,160,137,116
114,160,137,111,105,94
180,176,173,161,162,161
135,131,131,143,129,120
174,173,178,144,131,118
203,141,131,174,172,171
-2147483648,-2147483648,-2147483648,154,146,139
157,167,171,165,143,123
189,171,155,188,169,148
189,171,155,188,169,148
189,171,155,188,169,148
150,143,137,131,112,94
162,147,145,150,137,123
162,147,145,150,137,123
170,173,178,164,164,163
170,173,178,164,164,163
156,164,165,165,140,120
156,164,165,165,140,120
156,164,165,165,140,120
156,164,165,165,140,120
208,180,173,142,141,141
166,136,122,150,137,124
172,181,182,121,95,64
162,148,137,148,137,128
164,151,160,163,141,120
166,159,152,144,132,123
168,165,166,157,142,127
168,165,166,157,142,127
143,146,148,137,133,135
143,146,148,137,133,135
182,163,157,117,116,116
182,163,157,117,116,116
122,175,211,89,84,80
92,83,76,93,89,83
92,83,76,93,89,83
148,152,153,163,137,116
148,152,153,163,137,116
148,152,153,163,137,116
188,163,144,148,137,128
128,125,123,127,96,66
128,125,123,127,96,66
128,125,123,127,96,66
195,196,199,161,161,160
195,196,199,161,161,160
167,154,142,189,170,149
167,154,142,189,170,149
173,128,121,155,142,127
173,128,121,155,142,127
-2147483648,-2147483648,-2147483648,125,111,91
151,160,161,101,100,97
121,129,137,113,101,95
121,129,137,113,101,95
121,129,137,113,101,95
94,118,145,141,122,114
169,148,149,161,139,120
