AllPixelMeanR,AllPixelMeanG,AllPixelMeanB
173,169,164
121,117,112
198,178,156
153,147,145
146,142,140
99,80,66
154,150,148
164,141,115
198,177,155
169,145,128
113, 92,77
142,143,141
176,155,144
149,144,142
98,79,65 
154,150,148
168,167,165
190,170,148
151,147,143
151,147,143
151,147,143
189,186,184
101, 85,69
146,144,141
99,80,66
154,150,147
166,162,153
192,173,152
151,150,147
102, 84,69
122,116,114
122,116,114
139,132,126
171,148,129
122,118,113
122,118,113
122,118,113
148,138,127
148,138,127
148,138,127
148,138,127
148,138,127
172,168,165
147,145,142
147,145,142
165,148,129
163,159,156
152,125,108
167,144,125
188,168,147
147,147,144
155,149,146
128,119,114
128,119,114
128,119,114
188,168,147
188,168,147
188,168,147
153,133,113
139,120,106
139,120,106
114,113,111
136,130,132
136,130,132
172,159,139
114,112,111
153,127,109
153,127,109
145,143,141
156,140,129
156,140,129
169,165,159
148,128,114
162,157,155
162,157,155
165,160,159
153,149,146
188,168,146
188,168,146
188,168,146
134,125,121
134,125,121
134,125,121
151,142,132
151,142,132
162,157,155
162,157,155
162,157,155
192,172,149
192,172,149
192,172,149
155,141,130
155,141,130
161,136,109
138,121,105
138,121,105
137,119,109
137,119,109
167,163,157
132,112,97
104,104,100
169,166,159
177,157,134
177,157,134
177,157,134
163,159,150
163,159,150
136,115,100
166,140,112
166,140,112
182,169,154
130,118,109
130,118,109
143,124,108
156,133,107
156,133,107
156,133,107
110,109,107
167,154,138
163,162,160
151,146,142
151,146,142
151,146,142
138,130,124
138,130,124
162,159,156
191,174,158
152,146,144
161,157,147
165,160,157
133,127,121
133,127,121
149,127,103
107,106,104
136,129,123
136,129,123
158,139,118
128,128,122
128,128,122
128,128,122
128,128,122
128,128,122
151,147,146
152,133,116
186,165,144
186,165,144
186,165,144
149,142,140
167,147,139
157,153,150
157,153,150
114,109,105
114,109,105
153,134,114
153,134,114
157,145,131
159,141,120
159,141,120
130,120,113
130,120,113
158,137,114
158,137,114
158,137,114
191,180,166
104, 88,71
165,162,156
165,162,156
128,122,116
168,165,159
200,174,156
149,147,146
149,147,146
134,127,123
134,127,123
136,133,127
136,133,127
114, 95,79
166,162,156
171,171,170
141,125,102
177,175,173
154,151,145
126,120,112
126,120,112
168,158,149
168,158,149
168,158,149
168,158,149
111,110,106
160,141,120
122,118,110
149,146,140
149,146,140
124,120,112
124,120,112
124,120,112
159,149,137
173,171,167
120,100,86
126,123,116
192,189,183
112,114,101
164,145,124
155,145,135
163,163,163
177,183,172
129,108,92
107,111,100
148,143,133
148,143,133
148,143,133
126,116,107
173,161,147
173,161,147
164,163,162
112, 92,79
168,168,167
161,148,140
166,164,163
200,179,161
200,179,161
164,144,121
164,144,121
164,144,121
159,149,139
127,118,110
130,133,126
167,165,163
185,182,168
120,114,109
164,164,161
196,177,155
108,106,103
106,105,102
106,105,102
171,169,169
182,176,172
182,176,172
131,121,109
170,154,143
170,154,143
170,154,143
95,77,64
112,111,102
112,111,102
110,109,107
163,160,156
196,177,156
165,165,163
113,107,101
108,106,104
170,168,168
170,168,168
161,142,122
197,175,154
168,167,166
186,182,179
186,182,179
160,149,135
170,168,167
170,168,167
170,168,167
145,146,138
145,146,138
145,146,138
164,162,159
135,127,119
115,122,23
169,153,142
169,153,142
163,163,160
190,185,172
102, 84,71
171,170,168
163,153,144
117,108,99
121,119,114
180,159,137
159,150,143
165,164,161
164,163,161
154,152,145
156,139,117
111,111,90
157,147,138
94,85,77
129,119,108
182,162,141
121,114,109
156,146,135
155,139,119
155,139,119
103, 97,89
165,165,162
116,112,102
170,154,137
170,154,137
132,130,131
121,116,111
121,116,111
168,158,151
178,174,157
108,102,94
170,168,168
128,139,44
154,142,123
116,100,96
157,144,127
115,118,112
115,118,112
115,118,112
131,121,111
131,121,111
164,154,144
170,168,168
177,166,148
177,166,148
125,136,40
152,134,113
152,134,113
114,112,103
114,112,103
114,112,103
114,112,103
77,69,63
102,101,98
141,124,109
160,139,117
152,151,141
152,151,141
127,116,104
153,135,114
169,168,168
165,158,151
156,138,118
124,117,110
159,144,125
165,165,164
167,158,152
159,143,125
158,137,114
110,108,105
150,149,147
136,137,133
171,162,154
189,186,181
114,104,95
167,155,146
170,168,168
169,167,167
170,161,150
105,100,98
171,169,170
166,162,156
187,179,173
122,112,102
148,149,146
172,174,173
130,124,119
108,108,104
175,165,161
154,154,151
131,131,131
164,162,159
169,164,164
159,154,150
163,144,126
108,106,102
163,153,142
136,133,133
129,117,106
173,165,156
174,167,156
174,167,156
174,167,156
159,141,125
174,167,158
159,157,155
133,125,119
125,120,114
132,130,131
169,152,134
