AllPixelMeanR,AllPixelMeanG,AllPixelMeanB
201,194,178
201,194,178
201,194,178
201,194,178
184,175,160
184,175,160
184,175,160
184,175,160
134,122,114
134,122,114
134,122,114
135,124,117
135,124,117
194,185,170
194,185,170
194,185,170
194,185,170
154,138,121
154,138,121
154,138,121
154,138,121
182,148,133
182,148,133
168,168,165
168,168,165
168,168,165
168,138,125
151,124,114
151,124,114
140,138,137
126,120,116
119,112,105
119,112,105
134,125,118
134,125,118
101,93,87
101,93,87
101,93,87
113,108,103
113,108,103
113,108,103
78,82,79
78,82,79
78,82,79
117,111,109
192,188,183
192,188,183
192,188,183
192,188,183
192,188,183
192,188,183
192,188,183
149,142,139
149,142,139
150,149,146
150,149,146
147,147,145
147,147,145
147,146,145
147,146,145
151,150,148
151,150,148
166,163,161
196,177,158
196,177,158
197,194,191
199,180,160
199,180,160
199,180,160
156,157,147
156,157,147
133,123,116
133,123,116
133,123,116
133,123,116
202,199,197
123,115,105
123,115,105
166,163,161
166,163,161
197,194,190
197,194,190
197,194,190
198,196,191
198,196,191
198,196,191
159,155,153
159,155,153
142,145,153
91,70,58
91,70,58
99,76,66
99,76,66
99,76,66
100,78,66
100,78,66
100,78,66
98,75,63
98,75,63
98,75,63
102,93,86
102,93,86
102,93,86
91,85,79
91,85,79
91,85,79
84,70,62
84,70,62
84,70,62
148,148,151
148,148,151
199,196,194
84,80,76
84,80,76
84,80,76
133,125,119
133,125,119
178,150,128
178,150,128
182,151,127
182,151,127
138,128,118
138,128,118
175,144,118
175,144,118
182,151,126
182,151,126
182,151,126
138,125,112
138,125,112
148,149,159
148,149,159
140,134,152
140,134,152
142,137,153
142,137,153
129,115,102
129,115,102
129,115,102
139,131,120
139,131,120
139,131,120
140,127,117
143,132,123
178,176,171
178,176,171
136,129,119
136,129,119
154,146,134
154,146,134
205,203,198
205,203,198
122,129,129
199,196,194
200,197,195
140,136,133
194,191,187
194,191,187
183,172,159
194,190,187
194,190,187
194,190,187
206,202,197
206,202,197
207,203,199
207,203,199
160,144,127
136,128,117
136,128,117
51,48,49
51,48,49
84,86,85
49,47,47
49,47,47
141,132,119
141,132,119
129,123,121
129,123,121
140,137,135
134,127,121
134,127,121
134,127,121
40,40,41
40,40,41
194,184,173
148,139,128
148,139,128
148,139,128
41,43,44
41,43,44
41,43,44
190,170,151
190,170,151
190,170,151
47,43,43
47,43,43
47,43,43
47,43,43
129,121,110
129,121,110
56,48,47
56,48,47
56,48,47
47,46,37
47,46,37
47,46,37
47,46,37
47,46,37
166,162,158
166,162,158
166,162,158
166,162,158
166,162,158
50,47,39
50,47,39
50,47,39
50,47,39
164,161,155
164,161,155
164,161,155
164,161,156
164,161,156
52,45,45
52,45,45
52,45,45
52,45,45
52,45,45
52,45,45
167,162,161
167,162,161
167,162,161
46,44,46
46,44,46
46,44,46
46,44,46
155,146,136
59,52,51
59,52,51
59,52,51
173,169,168
167,162,161
133,115,95
133,115,95
153,145,133
153,145,133
153,145,133
50,49,48
50,49,48
50,49,48
50,49,48
50,49,48
128,106,88
52,50,40
52,50,40
52,50,40
52,50,40
41,41,42
41,41,42
41,41,42
187,169,151
187,187,190
56,55,53
56,55,53
56,55,53
154,153,152
178,144,111
125,127,127
137,135,132
134,133,129
133,130,127
133,130,127
192,150,116
192,150,116
138,137,134
140,132,125
120,109,102
120,109,102
158,150,145
157,154,149
157,154,149
157,154,149
157,154,149
163,162,157
160,134,99
205,162,126
149,139,124
149,139,124
149,139,124
145,127,91
145,127,91
145,127,91
148,138,125
124,148,130
121,147,126
121,147,126
145,138,130
145,138,130
145,138,131
145,138,131
154,137,109
154,137,109
142,127,107
142,127,107
152,152,150
152,152,150
149,135,113
149,135,113
146,128,106
146,128,106
146,128,106
165,164,162
162,161,159
162,161,159
139,126,101
139,126,101
139,126,101
139,126,101
168,168,166
146,134,110
146,134,110
145,130,108
145,130,108
141,140,137
163,157,151
163,157,151
153,130,109
153,130,109
183,182,181
183,182,181
181,180,179
181,180,179
149,121,98
149,121,98
156,135,104
156,135,104
178,177,175
178,177,175
178,177,175
174,173,172
174,173,172
174,173,172
174,173,171
174,173,171
174,173,171
161,152,142
161,152,142
147,133,109
147,133,109
175,175,173
168,151,133
175,174,173
173,172,171
173,172,171
164,146,127
164,146,127
146,134,126
146,134,126
146,134,126
145,134,121
145,134,121
145,134,121
141,123,88
141,123,88
141,123,88
141,123,88
143,137,125
143,137,125
170,168,166
170,168,166
171,171,169
171,171,169
141,125,99
141,125,99
136,123,103
136,123,103
141,125,101
143,127,106
143,127,106
149,141,132
149,141,132
145,143,143
145,143,143
145,143,143
150,135,109
139,136,128
139,136,128
139,136,128
158,138,118
158,138,118
158,138,118
122,109,99
137,120,103
137,120,103
137,120,103
107,97,89
142,124,105
142,124,105
142,124,105
127,117,109
151,129,102
151,129,102
142,131,126
142,126,109
142,126,109
142,126,109
112,104,95
99,88,82
99,88,82
134,136,138
134,136,138
144,130,104
144,130,104
192,181,165
192,181,165
143,126,99
143,126,99
158,156,153
139,123,98
142,127,103
157,138,118
157,138,118
157,138,118
141,126,106
141,126,106
157,139,120
157,139,120
157,139,120
154,151,149
154,151,149
154,151,149
143,125,102
143,125,102
143,125,102
127,110,93
127,110,93
127,110,93
148,130,112
148,130,112
131,119,97
146,129,109
146,129,109
157,138,118
157,138,118
157,138,118
157,138,118
155,140,127
155,140,127
155,140,127
140,136,128
208,184,69
208,184,69
193,190,181
193,190,181
153,152,145
157,155,148
157,155,148
204,178,57
204,178,57
190,188,180
190,188,180
190,188,180
155,154,145
205,180,60
205,180,60
153,151,144
162,160,155
162,160,155
179,177,169
179,177,169
179,177,169
136,133,126
138,135,126
138,135,126
107,91,75
107,91,75
192,168,37
192,168,37
144,118,101
144,118,101
150,149,138
205,182,53
205,182,53
155,151,137
155,151,137
178,174,168
178,174,168
178,174,168
156,155,148
159,157,150
159,157,150
167,164,156
167,164,156
167,164,156
160,158,149
188,184,173
188,184,173
190,185,174
190,185,174
190,185,174
146,129,113
146,129,113
146,129,113
146,129,113
159,156,149
152,135,113
152,135,113
152,135,113
164,162,155
183,186,177
183,186,177
183,179,174
183,179,174
183,179,174
183,179,174
183,179,174
137,135,126
137,135,126
141,123,105
141,123,105
141,123,105
142,136,128
142,136,128
112,109,102
112,109,102
112,109,102
180,178,172
180,178,172
180,178,172
180,178,172
180,178,172
154,134,114
154,134,114
154,134,114
154,134,114
119,115,107
184,183,178
145,134,123
145,134,123
130,127,120
155,149,142
157,157,148
157,157,148
122,119,112
183,181,176
183,181,176
168,166,157
168,166,157
129,115,97
206,178,53
206,178,53
145,141,131
145,141,131
196,190,177
196,190,177
160,141,117
160,141,117
160,141,117
140,123,107
140,123,107
140,123,107
140,123,107
115,113,105
166,163,158
205,178,54
205,178,54
176,145,114
176,145,114
125,123,114
125,123,114
172,167,162
172,167,162
172,167,162
159,140,121
159,140,121
159,140,121
159,140,121
152,135,111
152,135,111
170,167,162
170,167,162
178,150,119
177,177,169
205,180,58
205,180,58
148,119,87
148,119,87
158,138,122
158,138,122
158,138,122
158,138,122
195,187,173
141,134,124
141,134,124
143,140,133
147,139,129
147,139,129
110,95,79
185,185,176
153,144,136
153,144,136
141,132,120
141,132,120
141,132,120
149,133,107
149,133,107
149,133,107
207,183,57
207,183,57
207,183,57
156,148,139
156,148,139
161,144,117
161,144,117
190,192,181
146,129,108
146,129,108
120,116,108
141,138,128
142,127,104
142,127,104
154,149,139
135,119,105
135,119,105
135,119,105
188,190,180
183,180,170
190,188,176
194,194,182
189,187,170
116,107,101
185,179,172
187,184,174
169,167,166
169,167,166
137,136,129
136,134,127
128,127,118
92,90,84
197,192,188
197,192,188
158,157,147
183,180,175
183,180,175
183,180,175
183,180,175
159,138,118
160,135,113
160,135,113
98,95,89
156,155,147
159,158,151
95,91,84
95,91,84
132,119,97
132,119,97
112,109,102
112,109,102
123,121,111
123,121,111
122,120,111
122,120,111
109,106,98
109,106,98
165,162,156
165,162,156
158,156,148
158,156,148
152,149,139
152,149,139
122,120,114
122,120,114
142,139,132
142,139,132
130,128,122
130,128,122
130,128,122
144,140,138
157,155,148
157,155,148
157,155,148
157,155,148
157,155,148
124,123,116
124,123,116
138,137,136
119,118,108
119,118,108
119,118,108
121,119,113
121,119,113
121,119,113
126,123,117
126,123,117
126,123,117
126,123,117
123,122,115
123,122,115
123,122,115
123,122,115
123,122,115
121,118,110
121,118,110
122,118,108
122,118,108
122,118,108
122,118,108
122,118,108
123,119,110
123,119,110
123,119,110
123,119,110
123,119,110
115,111,102
115,111,102
115,111,102
115,111,102
109,107,101
109,107,101
109,107,101
159,159,152
159,159,152
159,159,152
160,159,151
160,159,151
160,159,151
160,159,151
164,163,154
164,163,154
164,163,154
164,163,154
164,163,154
145,144,142
133,132,121
133,132,121
133,132,121
133,132,121
124,123,115
124,123,115
124,123,115
124,123,115
156,154,147
156,154,147
158,157,151
158,157,151
120,118,110
120,118,110
127,126,118
127,126,118
131,129,120
131,129,120
129,128,121
129,128,121
130,128,120
130,128,120
146,143,137
146,143,137
149,146,138
149,146,138
136,136,129
136,136,129
190,183,173
194,188,180
194,188,180
199,192,183
199,192,183
199,192,183
169,168,158
169,168,158
152,151,142
152,151,142
195,188,178
195,188,178
196,190,181
174,175,165
174,175,165
192,184,173
188,181,171
188,181,171
172,171,163
172,171,163
176,175,167
176,175,167
176,175,168
176,175,168
175,174,167
175,174,167
175,174,165
175,174,165
176,174,165
176,174,165
174,173,163
174,173,163
174,173,163
160,160,151
160,160,151
160,160,151
183,177,169
183,177,169
183,177,169
183,177,169
179,178,169
179,178,169
179,178,169
166,165,157
166,165,157
166,165,157
184,176,164
184,176,164
143,133,132
148,146,141
148,146,141
152,149,143
152,149,143
153,151,144
153,151,144
160,135,106
160,135,106
147,136,136
150,148,143
150,148,143
145,143,138
145,143,138
165,141,110
165,141,110
156,155,147
156,155,147
153,150,145
153,150,145
156,153,147
156,153,147
161,158,150
161,158,150
142,131,125
168,153,126
168,153,126
133,127,124
133,127,124
133,127,124
130,124,121
130,124,121
124,118,116
145,140,134
145,140,134
137,133,125
137,133,125
137,133,125
136,132,124
136,132,124
136,132,124
136,132,124
136,132,124
129,122,118
144,135,123
144,135,123
138,133,126
138,133,126
138,133,126
100,100,105
102,102,107
94,94,99
144,137,125
144,137,125
95,95,99
151,144,134
151,144,134
98,98,102
107,107,113
99,99,105
99,100,106
99,100,106
164,165,163
102,101,106
102,101,106
106,105,110
106,105,110
138,129,118
138,129,118
98,97,102
98,97,102
106,89,77
106,89,77
123,120,126
123,120,126
102,102,107
102,102,107
112,111,116
112,111,116
111,110,115
111,110,115
172,171,169
188,185,181
188,185,181
188,185,181
165,158,153
165,158,153
125,117,122
125,117,122
166,158,151
166,158,151
166,158,151
159,158,150
159,158,150
163,161,153
163,161,153
174,167,160
149,146,139
149,146,139
174,172,163
174,172,163
161,159,151
161,159,151
157,152,148
153,148,144
148,145,139
148,145,139
159,157,147
159,157,147
156,151,147
164,162,153
164,162,153
174,171,164
174,171,164
152,148,144
155,152,149
171,169,161
171,169,161
155,155,145
155,155,145
172,169,161
172,169,161
174,171,162
174,171,162
172,169,161
172,169,161
173,170,167
173,170,167
173,172,162
173,172,162
174,171,164
174,171,164
173,171,163
173,171,163
177,174,171
177,174,171
175,175,166
175,175,166
156,153,150
172,172,162
172,172,162
173,173,163
173,173,163
177,177,167
177,177,167
151,147,144
151,147,144
177,176,167
177,176,167
173,170,162
173,170,162
150,147,144
150,147,144
150,147,144
150,147,144
171,169,160
171,169,160
176,173,168
176,173,168
176,173,168
176,172,163
176,172,163
156,153,150
156,153,150
161,159,147
161,159,147
179,177,168
179,177,168
166,165,155
166,165,155
175,174,166
175,174,166
173,173,164
173,173,164
161,159,157
177,177,167
177,177,167
163,162,159
174,171,163
174,171,163
158,157,154
158,157,154
158,157,154
203,201,191
203,201,191
187,183,174
187,183,174
188,183,174
188,183,174
188,183,174
191,188,179
191,188,179
191,188,178
191,188,178
187,185,176
187,185,176
191,188,180
191,188,180
185,183,176
185,183,176
192,189,181
192,189,181
192,189,182
192,189,182
160,159,157
160,159,157
188,186,178
188,186,178
191,188,180
191,188,180
187,185,177
187,185,177
188,185,176
188,185,176
180,178,169
180,178,169
180,178,169
173,169,159
173,169,159
176,173,162
176,173,162
167,165,154
167,165,154
166,165,154
166,165,154
161,159,156
161,159,156
168,166,155
168,166,155
152,137,120
152,137,120
151,148,137
151,148,137
183,178,176
169,169,167
169,169,167
169,169,167
170,167,158
170,167,158
136,137,138
136,137,138
181,177,168
181,177,168
178,176,167
178,176,167
184,180,172
184,180,172
179,177,169
179,177,169
183,180,172
183,180,172
172,169,162
172,169,162
176,174,164
176,174,164
172,169,160
172,169,160
176,175,166
176,175,166
164,162,153
164,162,153
172,170,162
172,170,162
158,154,151
158,154,151
161,159,148
161,159,148
128,126,127
128,126,127
158,156,151
158,156,151
163,161,151
163,161,151
169,166,158
169,166,158
170,167,159
170,167,159
129,128,129
129,128,129
129,128,129
173,169,158
173,169,158
126,125,126
126,125,126
158,159,158
153,157,160
153,157,160
194,195,186
194,195,186
194,195,187
194,195,187
194,194,186
194,194,186
193,194,185
193,194,185
192,192,183
192,192,183
196,195,188
196,195,188
147,147,146
147,147,146
195,196,187
195,196,187
138,138,135
138,138,135
146,142,134
146,142,134
201,202,191
201,202,191
133,128,120
133,128,120
193,193,183
193,193,183
187,188,178
187,188,178
190,190,181
190,190,181
190,190,181
192,191,180
192,191,180
120,120,125
120,120,125
192,192,179
192,192,179
187,187,175
187,187,175
117,117,122
117,117,122
117,117,122
185,185,174
185,185,174
184,183,171
184,183,171
185,185,174
185,185,174
188,187,176
188,187,176
186,187,176
186,187,176
138,138,142
138,138,142
182,181,170
182,181,170
190,190,178
190,190,178
186,185,173
186,185,173
187,188,176
187,188,176
190,189,176
190,189,176
187,188,177
187,188,177
182,180,168
182,180,168
136,135,130
136,135,130
136,135,130
136,135,130
136,135,130
187,187,174
187,187,174
187,188,176
187,188,176
180,180,167
180,180,167
174,172,162
174,172,162
179,177,166
179,177,166
186,157,125
152,142,128
152,142,128
179,149,116
179,149,116
175,146,111
137,130,119
137,130,119
182,181,168
182,181,168
154,124,89
154,124,89
168,166,163
168,166,163
179,179,167
179,179,167
181,178,166
181,178,166
129,76,49
177,175,161
177,175,161
163,160,158
163,160,158
163,160,158
163,160,158
172,170,156
172,170,156
165,163,151
165,163,151
178,174,161
178,174,161
170,168,165
170,168,165
170,168,165
150,146,149
150,146,149
174,171,158
174,171,158
167,164,161
167,164,161
167,164,161
168,165,153
168,165,153
180,179,167
180,179,167
175,170,157
175,170,157
153,153,153
153,153,153
161,159,157
160,158,156
160,158,156
178,174,161
178,174,161
185,183,172
185,183,172
155,153,150
173,171,168
180,177,164
180,177,164
184,180,168
184,180,168
180,176,165
180,176,165
175,171,159
175,171,159
178,176,163
178,176,163
184,181,170
184,181,170
171,167,152
171,167,152
175,172,158
175,172,158
173,171,158
173,171,158
166,157,153
169,165,153
169,165,153
172,169,156
172,169,156
168,160,154
168,160,154
171,167,154
171,167,154
151,151,154
151,151,154
170,168,155
170,168,155
165,162,149
165,162,149
164,161,149
164,161,149
103,113,120
103,113,120
103,113,120
103,113,120
175,174,161
175,174,161
165,161,147
165,161,147
102,112,116
102,112,116
102,112,116
164,161,146
164,161,146
180,172,165
163,158,146
163,158,146
148,147,150
148,147,150
155,152,148
155,152,148
155,152,148
165,160,148
165,160,148
95,105,110
95,105,110
95,105,110
95,105,110
95,105,110
95,105,110
166,162,150
166,162,150
168,166,153
168,166,153
159,157,159
159,157,159
83,91,94
173,170,158
173,170,158
173,170,158
175,173,160
175,173,160
112,114,115
112,114,115
112,114,115
171,168,154
171,168,154
155,156,159
174,172,158
174,172,158
174,172,158
138,140,146
138,140,146
178,175,164
178,175,164
179,176,163
179,176,163
175,173,159
175,173,159
179,175,164
179,175,164
166,163,159
166,163,159
166,163,159
171,168,155
171,168,155
171,168,154
171,168,154
151,148,144
151,148,144
170,167,153
170,167,153
162,159,156
162,159,156
177,174,159
177,174,159
196,194,180
196,194,180
146,145,148
146,145,148
186,183,169
186,183,169
194,190,177
194,190,177
182,176,165
182,176,165
182,176,165
170,167,153
170,167,153
169,167,156
169,167,156
186,183,168
186,183,168
171,168,154
171,168,154
174,171,157
174,171,157
129,131,135
129,131,135
146,145,147
146,145,147
159,154,147
159,154,147
152,151,153
152,151,153
153,153,155
153,153,155
159,146,131
164,159,152
164,159,152
144,146,145
144,146,145
174,173,162
174,173,162
166,165,152
166,165,152
157,157,159
157,157,159
178,175,157
178,175,157
175,172,161
175,172,161
177,174,162
177,174,162
162,161,158
162,161,158
155,150,142
173,171,159
173,171,159
173,171,159
173,171,159
155,156,156
155,156,156
173,172,160
173,172,160
174,171,161
174,171,161
98,89,84
155,150,142
155,150,142
155,150,142
151,150,154
151,150,154
173,171,161
173,171,161
100,91,86
100,91,86
143,127,106
143,127,106
129,130,134
173,170,158
173,170,158
174,172,160
174,172,160
161,159,156
161,159,156
161,159,156
157,155,150
157,155,150
157,155,150
154,152,147
154,152,147
154,152,147
140,138,144
140,138,144
173,171,159
173,171,159
173,171,158
173,171,158
175,172,161
175,172,161
176,173,161
176,173,161
183,179,171
183,179,171
183,179,171
174,172,159
174,172,159
163,160,157
163,160,157
177,175,159
177,175,159
173,171,160
173,171,160
161,155,146
161,155,146
161,155,146
175,174,164
175,174,164
171,169,165
173,172,160
173,172,160
173,172,162
173,172,162
168,167,165
168,167,165
168,167,165
161,158,153
161,158,153
161,158,153
174,172,163
174,172,163
171,169,156
171,169,156
174,171,160
174,171,160
173,170,159
173,170,159
174,171,159
174,171,159
184,183,170
184,183,170
156,151,160
156,151,160
169,164,154
169,164,154
169,164,154
176,174,171
176,174,171
182,181,168
182,181,168
174,172,169
174,172,169
174,172,169
175,173,162
175,173,162
179,177,165
179,177,165
183,180,166
183,180,166
184,181,168
184,181,168
173,171,160
173,171,160
171,169,159
171,169,159
174,172,162
174,172,162
174,171,159
174,171,159
174,171,159
171,169,157
171,169,157
170,168,156
170,168,156
170,168,156
170,168,156
175,174,162
175,174,162
130,114,97
152,138,121
152,138,121
152,138,121
152,138,121
154,140,122
154,140,122
154,140,122
154,140,122
154,140,122
155,142,126
155,142,126
147,148,151
156,143,128
156,143,128
153,139,123
153,139,123
153,139,123
145,138,126
145,138,126
153,139,122
153,139,122
153,139,122
153,139,122
152,137,122
155,140,121
155,140,121
155,140,121
155,140,121
155,140,121
145,129,110
145,129,110
154,140,124
154,141,125
154,141,125
154,141,126
154,141,126
152,137,121
154,140,121
154,140,121
154,140,121
154,140,121
154,140,121
152,139,127
152,139,127
154,139,120
154,139,120
154,139,120
154,139,120
154,139,120
152,137,118
152,137,118
152,137,118
152,137,118
152,137,118
166,163,156
166,163,156
141,127,112
141,127,112
154,141,125
147,133,117
166,163,156
166,163,156
166,163,156
144,130,115
144,130,115
142,129,114
142,129,114
138,126,113
138,126,113
176,173,167
176,173,167
142,130,115
142,130,115
142,130,115
142,130,115
153,140,124
153,140,124
152,139,122
152,139,122
152,139,122
174,171,164
174,171,164
174,171,164
93,73,56
93,73,56
179,177,174
179,177,174
179,177,174
150,134,120
150,134,120
150,134,120
150,134,120
153,137,120
149,133,119
149,133,119
149,133,119
149,133,119
149,133,119
150,136,121
150,136,121
153,139,124
153,139,124
92,70,47
92,70,47
92,70,47
145,128,114
152,139,122
152,139,122
152,139,122
152,139,122
143,126,111
143,126,111
152,135,115
175,173,169
175,173,169
175,173,169
153,137,117
153,137,117
153,137,117
177,175,168
177,175,168
177,175,168
113,104,94
150,135,117
150,135,117
150,135,117
178,175,169
178,175,169
178,175,169
147,132,114
147,132,114
147,132,114
147,132,114
147,132,114
157,154,151
157,154,151
157,154,151
145,132,115
145,132,115
145,132,115
151,134,114
147,133,118
147,133,118
147,133,118
152,137,118
152,137,118
152,137,118
159,94,38
148,134,119
148,134,119
148,134,119
152,136,116
152,136,116
172,171,160
172,171,160
143,130,116
152,137,118
178,176,162
178,176,162
170,167,154
170,167,154
170,168,155
170,168,155
180,179,166
180,179,166
166,167,152
166,167,152
170,168,158
170,168,158
171,168,155
171,168,155
171,169,157
171,169,157
171,168,157
171,168,157
170,168,157
170,168,157
170,169,157
170,169,157
171,167,155
171,167,155
167,166,154
167,166,154
166,164,152
166,164,152
145,129,112
145,129,112
182,181,170
182,181,170
152,137,122
152,137,122
152,137,121
150,135,116
150,135,116
150,135,116
170,168,156
170,168,156
170,167,154
170,167,154
172,169,153
172,169,153
170,169,158
170,169,158
169,167,155
169,167,155
164,161,149
164,161,149
169,165,153
169,165,153
163,160,149
163,160,149
167,165,154
167,165,154
168,166,155
168,166,155
176,173,161
176,173,161
176,174,161
176,174,161
177,175,162
177,175,162
178,175,163
178,175,163
177,174,163
177,174,163
179,177,164
179,177,164
175,172,160
175,172,160
163,162,162
163,162,162
176,173,161
176,173,161
176,173,161
176,173,161
162,161,153
149,145,139
180,177,165
180,177,165
178,175,164
178,175,164
183,175,166
183,175,166
183,175,166
186,183,170
186,183,170
180,178,165
180,178,165
143,129,116
143,129,116
151,150,145
151,150,145
175,172,160
175,172,160
164,158,156
126,114,109
126,114,109
192,189,175
192,189,175
154,139,128
154,139,128
144,136,128
146,132,121
146,132,121
174,170,160
174,170,160
176,173,162
176,173,162
158,153,145
158,153,145
173,170,161
173,170,161
172,171,160
172,171,160
174,171,160
174,171,160
173,170,161
173,170,161
174,172,161
174,172,161
174,171,161
174,171,161
164,161,152
164,161,152
163,161,149
163,161,149
173,170,160
173,170,160
175,172,157
175,172,157
169,169,158
169,169,158
169,166,156
169,166,156
176,173,163
176,173,163
176,174,163
176,174,163
169,167,156
169,167,156
166,163,152
166,163,152
173,170,160
173,170,160
167,164,154
167,164,154
170,167,155
170,167,155
169,167,155
169,167,155
161,160,148
161,160,148
170,167,155
170,167,155
186,182,172
186,182,172
192,191,186
186,182,171
186,182,171
187,183,169
187,183,169
199,194,181
199,194,181
187,183,170
187,183,170
183,180,167
183,180,167
182,178,167
182,178,167
179,175,164
179,175,164
179,175,164
179,175,164
181,177,166
181,177,166
179,175,164
179,175,164
179,176,165
179,176,165
182,178,167
182,178,167
180,176,165
180,176,165
181,176,165
181,176,165
180,176,166
180,176,166
176,172,161
176,172,161
179,176,165
179,176,165
173,171,160
173,171,160
175,172,161
175,172,161
173,170,157
173,170,157
165,163,151
165,163,151
175,172,160
175,172,160
175,172,161
175,172,161
175,175,165
175,175,165
173,171,158
173,171,158
178,176,161
178,176,161
177,173,159
177,173,159
175,171,159
175,171,159
175,174,161
175,174,161
176,174,160
176,174,160
176,171,156
176,171,156
177,172,157
177,172,157
176,174,160
176,174,160
177,174,159
177,174,159
180,176,162
180,176,162
171,167,153
171,167,153
175,172,156
175,172,156
174,173,159
174,173,159
172,169,155
172,169,155
174,171,159
174,171,159
179,175,162
179,175,162
185,182,166
185,182,166
176,173,158
176,173,158
176,172,158
176,172,158
168,164,151
168,164,151
171,170,157
171,170,157
177,174,157
177,174,157
177,174,162
177,174,162
176,174,161
176,174,161
181,177,164
181,177,164
180,178,165
180,178,165
161,161,159
180,177,164
180,177,164
174,171,158
174,171,158
153,151,147
175,173,159
175,173,159
161,160,157
174,172,160
174,172,160
155,154,150
179,177,163
179,177,163
172,169,155
172,169,155
141,132,117
175,172,159
175,172,159
174,171,158
174,171,158
185,183,172
185,183,172
186,183,172
186,183,172
166,162,150
166,162,150
182,176,165
182,176,165
184,179,167
184,179,167
157,155,150
157,155,150
178,175,164
178,175,164
164,162,159
157,155,151
171,170,158
171,170,158
181,176,156
181,176,156
175,171,157
175,171,157
175,171,157
161,159,157
161,159,157
161,159,157
79,75,63
79,75,63
72,68,58
72,68,58
189,166,141
189,166,141
189,166,141
156,149,143
160,152,145
160,152,145
160,152,145
160,152,145
159,152,145
159,152,145
159,152,145
159,152,145
153,128,96
166,161,161
162,158,157
161,160,160
161,160,160
161,160,160
162,155,148
162,155,148
162,155,148
153,130,106
170,165,165
170,165,165
170,165,165
170,165,165
156,133,107
163,159,158
163,159,158
163,159,158
163,159,158
166,163,161
166,163,161
166,163,161
156,139,117
155,150,149
155,150,149
155,150,149
168,163,161
168,163,161
168,163,161
168,163,161
169,165,162
169,165,162
169,165,162
169,165,162
169,165,162
151,132,110
165,160,157
165,160,157
165,160,157
165,160,157
166,159,157
166,159,157
166,159,157
165,161,154
166,161,157
166,161,157
163,160,153
163,160,153
165,162,155
165,162,155
165,162,155
156,155,152
156,155,152
153,153,150
153,153,150
169,162,151
169,162,151
169,162,151
155,154,151
155,154,151
162,157,153
162,157,153
162,157,153
162,157,153
157,152,152
157,152,152
157,152,152
157,152,152
157,152,152
155,154,151
155,154,151
159,154,153
159,154,153
159,154,153
157,127,94
157,151,150
157,151,150
139,138,136
139,138,136
154,148,144
154,148,144
148,147,144
148,147,144
174,171,164
140,139,137
140,139,137
164,141,117
150,150,147
150,150,147
168,165,157
168,165,157
173,171,163
173,171,163
173,171,163
144,137,137
144,137,137
146,140,138
146,140,138
146,140,138
148,147,144
148,147,144
157,150,150
157,150,150
157,150,150
157,150,150
140,139,136
140,139,136
141,141,137
141,141,137
139,138,136
139,138,136
139,138,135
139,138,135
138,138,135
138,138,135
141,140,138
141,140,138
141,140,138
141,140,138
134,111,90
134,111,90
134,111,90
177,178,180
177,178,180
177,178,180
119,106,90
119,106,90
119,106,90
157,153,150
157,153,150
131,114,92
131,114,92
131,114,92
165,161,155
166,161,154
166,161,154
166,162,156
154,151,148
154,151,148
151,128,101
151,128,101
145,137,130
145,137,130
149,115,81
149,115,81
149,115,81
149,115,81
149,115,81
134,101,68
134,101,68
159,119,80
159,119,80
157,156,153
157,156,153
168,167,164
168,167,164
174,173,171
174,173,171
174,173,171
172,171,168
172,171,168
157,156,153
157,156,153
166,153,136
166,153,136
166,153,136
143,142,140
143,142,140
147,146,143
147,146,143
174,173,170
174,173,170
174,173,170
170,169,166
170,169,166
170,169,166
170,169,166
144,144,140
144,144,140
141,141,138
141,141,138
158,155,154
163,161,158
163,161,158
157,156,153
157,156,153
154,153,151
154,153,151
150,149,147
150,149,147
178,177,173
178,176,173
149,148,145
149,148,145
176,174,170
181,180,176
175,174,171
175,174,171
140,139,137
140,139,137
142,141,138
142,141,138
170,169,167
170,169,167
170,169,167
143,141,139
143,141,139
172,171,169
172,171,169
172,171,169
167,166,163
167,166,163
167,166,163
169,168,165
169,168,165
145,144,141
145,144,141
143,142,140
143,142,140
149,149,146
149,149,146
141,141,138
141,141,138
138,137,134
138,137,134
141,140,137
141,140,137
142,142,139
142,142,139
144,143,140
144,143,140
171,171,169
171,171,169
145,144,141
145,144,141
145,144,141
145,144,141
142,141,138
142,141,138
121,114,97
121,114,97
121,114,97
144,143,140
144,143,140
146,125,98
146,125,98
146,125,98
140,140,137
140,140,137
142,141,139
142,141,139
142,141,138
142,141,138
141,141,138
141,141,138
140,139,137
140,139,137
141,140,138
141,140,138
141,140,137
141,140,137
140,138,136
140,138,136
143,141,139
143,141,139
144,143,140
144,143,140
145,144,141
145,144,141
142,141,138
142,141,138
141,139,137
141,139,137
142,140,138
142,140,138
142,141,138
142,141,138
156,156,153
156,156,153
142,141,138
142,141,138
141,140,138
141,140,138
142,141,139
142,141,139
134,134,134
148,146,143
148,146,143
144,143,140
144,143,140
143,141,139
143,141,139
145,145,142
145,145,142
154,137,111
154,137,111
154,137,111
144,142,140
144,142,140
143,142,140
143,142,140
170,170,168
170,170,168
169,168,166
169,168,166
169,168,166
127,126,125
127,126,125
127,126,125
168,167,165
168,167,165
168,167,165
168,167,165
151,123,97
143,142,140
143,142,140
141,140,137
141,140,137
170,170,168
170,170,168
170,170,168
171,170,168
171,170,168
154,129,102
154,129,102
169,168,166
